objectid,Neighborhood,Corr,Dist,GeoSector
125,AEREOPUERTO INTERNACIONAL TONCONTIN,0,DU04,SECTOR 22
337,AGAFAM,0,DU08,SECTOR 18
411,AGUA DULCE,2310,DU10,SECTOR 23
206,ALCAZARES DE LA CaNADA,2158,DU09,SECTOR 21
536,ALDEA  EL CHIMBO,9996,DU07,SECTOR 09
839,ALDEA CERRO GRANDE,1402,DU06,SECTOR 14
0,ALDEA DE SUYAPA,2906,,SECTOR 29
0,ALDEA DE SUYAPA SECTOR GRACIAS A DIOS,0,DU08,SECTOR 29
752,ALDEA EL CARRIZAL,1406,DU06,SECTOR 14
539,ALDEA EL HATILLO,1509,DU07,SECTOR 15
869,ALDEA EL TABLON,2602,DU09,SECTOR 26
882,ALDEA EL TIZATILLO,0,DU09,SECTOR 27
884,ALDEA GERMANIA,2701,DU09,SECTOR 27
867,ALDEA JACALEAPA,2604,DU09,SECTOR 26
883,ALDEA LA CIENEGA,2707,DU09,SECTOR 27
844,ALDEA LA CUESTA No. 2,1407,DU06,SECTOR 14
970,ALDEA LA CUESTA No.1,2505,DU06,SECTOR 25
194,ALDEA LA JOYA,2021,DU03,SECTOR 20
227,ALDEA LA JOYA,1923,DU03,SECTOR 19
925,ALDEA LA SOLEDAD No.2,2501,DU11,SECTOR 25
391,ALDEA LAS CASITAS,2324,DU10,SECTOR 23
268,ALDEA LOARQUE,2132,DU09,SECTOR 21
908,ALDEA LOARQUE (MIMBRE),2805,DU10,SECTOR 28
879,ALDEA SANTA ROSA,0,DU09,SECTOR 27
0,ALDEA SUYAPA SECTOR 1,0,DU08,SECTOR 29
0,ALDEA SUYAPA SECTOR ALTOS DE SUYAPA,0,DU08,SECTOR 29
0,ALDEA SUYAPA SECTOR COLINAS DE JERUSALEM,0,DU08,SECTOR 29
0,ALDEA SUYAPA SECTOR EL CALVARIO,0,DU08,SECTOR 29
0,ALDEA SUYAPA SECTOR LA CRUZ,0,DU08,SECTOR 29
0,ALDEA SUYAPA SECTOR LA PLAZA,0,DU08,SECTOR 29
0,ALDEA SUYAPA SECTOR SAGRADO CORAZON,0,DU08,SECTOR 29
0,ALDEA SUYAPA SECTOR SAN ANTONIO,0,DU08,SECTOR 29
890,ALDEA YAGUACIRE CENTRO  (PARTE),2819,DU10,SECTOR 28
241,ANEXO LAS VEGAS,2130,DU03,SECTOR 21
0,AREA  A.M.D.C,2002,DU09,SECTOR 20
99,AREA DE RESERVA ECOLOGICA,0,DU02,SECTOR 18
0,AREA PRIVADA,2002,DU09,SECTOR 20
121,AREA VERDE,0,DU04,SECTOR 22
186,AREA VERDE,0,DU03,SECTOR 20
0,AREA VERDE VILLA NUEVA,1804,DU09,SECTOR 18
128,ASERRADERO,0,DU08,SECTOR 18
988,ASERRADERO LAMAS,0,DU04,SECTOR 24
476,AVENIDA LA PAZ,418,DU02,SECTOR 04
13,BARRIO ABAJO,101,DU01,SECTOR 01
467,BARRIO ALTOS DE LA CABA√ëA,0,DU07,SECTOR 02
761,BARRIO BELEN,702,DU05,SECTOR 07
503,BARRIO BELLA VISTA,701,DU05,SECTOR 07
503,BARRIO BELLA VISTA NORTE,0,DU05,SECTOR 07
6,BARRIO BUENA VISTA,212,DU07,SECTOR 02
5,BARRIO BUENOS AIRES,201,DU07,SECTOR 02
509,BARRIO CAMAGUARA,0,DU05,SECTOR 06
19,BARRIO CASAMATA,302,DU07,SECTOR 03
498,BARRIO CENTRO DE COMAYAGUELA,617,DU01,SECTOR 06
494,BARRIO CERRO JUANA LAINEZ,508,DU02,SECTOR 05
755,BARRIO CHILE,732,DU06,SECTOR 07
502,BARRIO CONCEPCION,606,DU01,SECTOR 06
4,BARRIO EL BOSQUE,202,DU07,SECTOR 02
507,BARRIO EL CALVARIO,609,DU05,SECTOR 06
284,BARRIO EL CARRIZAL,2212,DU04,SECTOR 22
462,BARRIO EL CENTRO,103,DU01,SECTOR 01
283,BARRIO EL COCO,2211,DU04,SECTOR 22
11,BARRIO EL EDEN,204,DU07,SECTOR 02
15,BARRIO EL JAZMIN,104,DU01,SECTOR 01
470,BARRIO EL MANCHEN,303,DU07,SECTOR 03
506,BARRIO EL OBELISCO,612,DU01,SECTOR 06
17,BARRIO EL OLVIDO,105,DU01,SECTOR 01
802,BARRIO EL PASTEL,739,DU06,SECTOR 07
572,BARRIO EL RINCON,903,DU07,SECTOR 09
600,BARRIO GUACERIQUE,1202,DU04,SECTOR 12
459,BARRIO GUAJOCO,121,DU01,SECTOR 01
20,BARRIO GUANACASTE,106,DU07,SECTOR 01
505,BARRIO LA BOLSA,1201,DU04,SECTOR 12
460,BARRIO LA CABA√ëA,203,DU07,SECTOR 02
499,BARRIO LA CHIVERA,611,DU06,SECTOR 06
7,BARRIO LA CONCORDIA,219,DU01,SECTOR 01
769,BARRIO LA ESPERANZA,712,DU05,SECTOR 07
820,BARRIO LA ESTRELLA,806,DU07,SECTOR 08
8,BARRIO LA FUENTE,213,DU01,SECTOR 02
612,BARRIO LA GRANJA,1213,DU04,SECTOR 12
491,BARRIO LA GUADALUPE,507,DU02,SECTOR 05
463,BARRIO LA HOYA,108,DU01,SECTOR 01
493,BARRIO LA ISLA,509,DU02,SECTOR 05
12,BARRIO LA LEONA,209,DU01,SECTOR 02
465,BARRIO LA MERCED,109,DU01,SECTOR 01
14,BARRIO LA MONCADA,115,DU01,SECTOR 01
496,BARRIO LA PAGODA,505,DU02,SECTOR 05
466,BARRIO LA PEDRERA,118,DU01,SECTOR 01
16,BARRIO LA PLAZUELA,110,DU01,SECTOR 01
464,BARRIO LA RONDA,111,DU01,SECTOR 01
52,BARRIO LA SOLEDAD,1317,DU11,SECTOR 13
647,BARRIO LA SOLEDAD No. 2,1317,DU11,SECTOR 13
501,BARRIO LAS CRUCITAS,733,DU05,SECTOR 07
457,BARRIO LAS DELICIAS,215,DU01,SECTOR 01
508,BARRIO LEMPIRA,602,DU05,SECTOR 06
461,BARRIO LOS DOLORES,114,DU01,SECTOR 01
492,BARRIO MORAZAN,504,DU02,SECTOR 05
481,BARRIO PARCALTAGUA,417,DU02,SECTOR 04
504,BARRIO PERPETUO SOCORRO,607,DU05,SECTOR 06
485,BARRIO PUEBLO NUEVO,413,DU02,SECTOR 04
2,BARRIO PUNTA CALIENTE,206,DU07,SECTOR 02
480,BARRIO SABANAGRANDE,419,DU02,SECTOR 04
482,BARRIO SAN FELIPE,412,DU02,SECTOR 04
609,BARRIO SAN JORGE,1204,DU04,SECTOR 12
278,BARRIO SAN JOSE,2202,DU04,SECTOR 22
510,BARRIO SAN JUAN DE DIOS,1339,DU05,SECTOR 13
803,BARRIO SAN MARTIN,740,DU06,SECTOR 07
21,BARRIO SAN PABLO,304,DU07,SECTOR 03
489,BARRIO SAN RAFAEL,415,DU02,SECTOR 04
525,BARRIO SAUCIQUE,802,DU07,SECTOR 08
500,BARRIO SIPILE,610,DU06,SECTOR 06
515,BARRIO VILLA ADELA,603,DU05,SECTOR 06
658,CARPINTERO,1508,DU07,SECTOR 15
0,CASERIO AGUA BLANCA,2912,DU08,SECTOR 29
842,CASERIO EL DURAZNO,1404,DU06,SECTOR 14
886,CASERIO EL ESPINAL (PARTE),2805,DU10,SECTOR 28
443,CASERIO EL GUAYABAL,0,DU04,SECTOR 23
866,CASERIO EL JICARO,2603,DU09,SECTOR 26
841,CASERIO EL LOLO,1403,DU06,SECTOR 14
843,CASERIO EL PORTILLO,1405,DU06,SECTOR 14
443,CASERIO LAS CASITAS,0,DU04,SECTOR 23
885,CASERIO OJO DE AGUA,0,DU10,SECTOR 28
118,CEMCOL,0,DU03,SECTOR 19
754,CEMENTERIO GENERAL,0,DU06,SECTOR 07
651,CEMENTERIO SANTA ANITA,0,DU11,SECTOR 13
0,CEMENTERIO SUYAPA,0,DU08,SECTOR 29
540,CERRITOS,904,DU07,SECTOR 09
535,CERRO EL PICACHO,0,DU07,SECTOR 08
494,CERRO JUANA LAINEZ,508,DU02,SECTOR 05
87,CHALET FRANCES SAN IGNACIO,1825,DU02,SECTOR 17
468,COLINAS DEL MAYANGLE,762,DU05,SECTOR 07
469,COLONA LAS JACARANDAS,310,DU07,SECTOR 03
0,COLONI A VILLA NUEVA SECTOR 2B,1804,DU08,SECTOR 18
66,COLONIA   19 DE SEPTIEMBRE,1306,DU11,SECTOR 13
650,COLONIA   23 DE JUNIO,1315,DU11,SECTOR 13
77,COLONIA   MONTES  DE BENDICION,1383,DU11,SECTOR 13
330,COLONIA  ALTOS DE SAN FRANCISCO,1305,DU11,SECTOR 13
454,COLONIA  ALTOS DEL BOSQUE,0,DU07,SECTOR 02
487,COLONIA  ARGENTINA,428,DU02,SECTOR 04
75,COLONIA  ARTURO QUEZADA,1346,DU11,SECTOR 13
147,COLONIA  COVESPUL,1817,DU08,SECTOR 18
544,COLONIA  EL MIRADOR,218,DU07,SECTOR 09
756,COLONIA  EL PORVENIR,731,DU06,SECTOR 07
817,COLONIA  EL SOCORRO,608,DU05,SECTOR 06
604,COLONIA  ELVEL,1107,DU02,SECTOR 11
415,COLONIA  GODOY,2314,DU04,SECTOR 23
764,COLONIA  GRANADA,705,DU05,SECTOR 07
652,COLONIA  ISRAEL NORTE,1314,DU11,SECTOR 13
564,COLONIA  LOMA LA MINITA,923,DU07,SECTOR 09
605,COLONIA  LOMA LINDA NORTE,1109,DU02,SECTOR 11
25,COLONIA  LOMA LINDA SUR,1110,DU02,SECTOR 11
37,COLONIA  MILENIUN,0,DU04,SECTOR 12
529,COLONIA  MINA DE AGUA O BRISAS DEL PICACHO,827,DU07,SECTOR 08
56,COLONIA  NUEVA JERUSALEM,1372,DU11,SECTOR 13
530,COLONIA  NUEVA VIERA,0,DU07,SECTOR 08
57,COLONIA  SAN BUENAVENTURA,1380,DU11,SECTOR 13
911,COLONIA  SAN JOSE DE LOARQUE,2308,DU10,SECTOR 28
270,COLONIA  SATELITE,2223,DU10,SECTOR 22
54,COLONIA  VISTA HERMOSA,1312,DU11,SECTOR 13
719,COLONIA 13 DE JULIO,1615,DU02,SECTOR 16
616,COLONIA 14 DE ENERO,0,DU11,SECTOR 13
800,COLONIA 14 DE FEBRERO,728,DU06,SECTOR 07
251,COLONIA 14 DE MARZO,2108,DU03,SECTOR 21
124,COLONIA 15 DE SEPTIEMBRE,2321,DU04,SECTOR 23
157,COLONIA 17 DE SEPTIEMBRE,1810,DU08,SECTOR 18
646,COLONIA 21 DE FEBRERO,1301,DU11,SECTOR 13
560,COLONIA 21 DE OCTUBRE,912,DU07,SECTOR 09
83,COLONIA 25 DE ENERO,1381,DU11,SECTOR 13
726,COLONIA 28 DE MARZO,1619,DU02,SECTOR 16
796,COLONIA 3 DE MAYO,744,DU06,SECTOR 07
715,COLONIA 30 DE NOVIEMBRE,1607,DU08,SECTOR 16
383,COLONIA ABELARDO R FORTIN,2139,DU03,SECTOR 21
1024,COLONIA AEROPUERTO,2302,DU04,SECTOR 23
9,COLONIA ALAHAMBRA,210,DU01,SECTOR 02
591,COLONIA ALAMEDA,1001,DU02,SECTOR 10
783,COLONIA ALEMANIA,751,DU06,SECTOR 07
495,COLONIA ALTAMIRA,502,DU02,SECTOR 05
64,COLONIA ALTOS  DE LOS LAURELES,1303,DU11,SECTOR 13
35,COLONIA ALTOS  DE TILOARQUE,1216,DU04,SECTOR 12
900,COLONIA ALTOS  DEL LOARQUE ETAPA 2,2802,DU10,SECTOR 28
904,COLONIA ALTOS  DEL LOARQUE ETAPA 3,2802,DU10,SECTOR 28
155,COLONIA ALTOS DE AGAFAM,0,DU08,SECTOR 18
928,COLONIA ALTOS DE CENTROAMERICA,0,DU11,SECTOR 25
512,COLONIA ALTOS DE LA DIVANNA,1343,DU05,SECTOR 13
384,COLONIA ALTOS DE LA ELVEL,1112,DU02,SECTOR 11
223,COLONIA ALTOS DE LA JOYA,1916,DU03,SECTOR 19
954,COLONIA ALTOS DE LA LAGUNA,2544,DU11,SECTOR 25
513,COLONIA ALTOS DE LA PRIMAVERA,621,DU05,SECTOR 06
26,COLONIA ALTOS DE LA PRIMAVERA 1,621,DU04,SECTOR 12
316,COLONIA ALTOS DE LA QUEZADA,0,DU11,SECTOR 13
316,COLONIA ALTOS DE LA QUEZADA,0,DU11,SECTOR 13
922,COLONIA ALTOS DE LAS CASCADAS,0,DU11,SECTOR 25
415,COLONIA ALTOS DE LOARQUE ETAPA I,0,DU10,SECTOR 28
0,COLONIA ALTOS DE LOS PINOS,2012,DU09,SECTOR 20
606,COLONIA ALTOS DE MIRAMONTES,1104,DU02,SECTOR 11
256,COLONIA ALTOS DE SAN ISIDRO,0,DU03,SECTOR 21
292,COLONIA ALTOS DE SAN JOSE,2221,DU04,SECTOR 22
878,COLONIA ALTOS DE SANTA ROSA,2713,DU09,SECTOR 27
907,COLONIA ALTOS DE TONCONTIN,2801,DU10,SECTOR 28
638,COLONIA ALTOS DEL MILAGRO,1338,DU05,SECTOR 13
936,COLONIA ALTOS DEL PARAISO,2521,DU11,SECTOR 25
419,COLONIA AMERICA,2312,DU04,SECTOR 23
354,COLONIA ARCIERY,0,DU11,SECTOR 13
79,COLONIA ARCIERY SECTOR II,1370,DU11,SECTOR 13
744,COLONIA ARMANDO CALIDONIO,1634,DU08,SECTOR 16
617,COLONIA ARNULFO CANTARERO LOPEZ,1348,DU11,SECTOR 13
746,COLONIA AURORA,1608,DU08,SECTOR 16
972,COLONIA AUSTRALIA,2514,DU11,SECTOR 25
511,COLONIA BENDECK,1337,DU05,SECTOR 13
931,COLONIA BERL√çN,2542,DU11,SECTOR 25
231,COLONIA BETANIA,1929,DU02,SECTOR 19
556,COLONIA BOLIVAR,901,DU07,SECTOR 09
975,COLONIA BOLIVAR,2402,DU04,SECTOR 24
779,COLONIA BRASILIA,749,DU06,SECTOR 07
840,COLONIA BRISAS DE AGUA AZUL,1414,DU06,SECTOR 14
193,COLONIA BRISAS DE JACALEAPA O LOMAS DE NAVOO I ETAPA,2021,DU03,SECTOR 21
260,COLONIA BRISAS DE JACALEAPA O LOMAS DE NAVOO III ETAPA,2147,DU03,SECTOR 21
261,COLONIA BRISAS DE JACALEAPA O LOMAS DE NAVOO IV ETAPA,2147,DU03,SECTOR 21
784,COLONIA BRISAS DE LA LAGUNA,761,DU06,SECTOR 07
791,COLONIA BRISAS DE OLANCHO,722,DU05,SECTOR 07
0,COLONIA BRISAS DE SUYAPA,2904,DU08,SECTOR 29
291,COLONIA BRISAS DEL CORTIJO,2230,DU04,SECTOR 22
318,COLONIA BRISAS DEL MOGOTE,0,DU11,SECTOR 13
952,COLONIA BRISAS DEL NORTE,2508,DU11,BUENOS AIRES
578,COLONIA BRISAS DEL VALLE,1017,DU02,SECTOR 10
926,COLONIA BUENA VISTA,2530,DU11,SECTOR 25
785,COLONIA BUENAS NUEVAS,757,DU06,SECTOR 07
0,COLONIA BUENOS AIRES DE ORIENTE I ETAPA,2924,DU08,SECTOR 29
0,COLONIA BUENOS AIRES DE ORIENTE II ETAPA,2924,DU08,SECTOR 29
252,COLONIA CALPULES,2109,DU03,SECTOR 21
799,COLONIA CAMPO CIELO,727,DU06,SECTOR 07
546,COLONIA CANAAN,947,DU07,SECTOR 09
789,COLONIA CANADA,720,DU06,SECTOR 07
828,COLONIA CARRIZAL No.2,1364,DU11,SECTOR 13
586,COLONIA CASTAÑOS SUR,1023,DU02,SECTOR 10
619,COLONIA CENTRO AMERICA OESTE,1344,DU11,SECTOR 13
639,COLONIA CENTROAMERICANA,1321,DU05,SECTOR 13
654,COLONIA CERRO GRANDE ZONA 2,1401,DU06,SECTOR 14
519,COLONIA CERRO GRANDE ZONA 3,813,DU06,SECTOR 08
517,COLONIA CERRO GRANDE ZONA 4,814,DU06,SECTOR 08
1001,COLONIA CERRO GRANDE ZONA 4 VI ETAPA,814,DU06,SECTOR 08
523,COLONIA CERRO GRANDE ZONA 8 I ETAPA,840,DU06,SECTOR 08
1010,COLONIA CERRO GRANDE ZONA 8 II ETAPA,846,DU06,SECTOR 08
965,COLONIA CIUDAD GUZMAN,2545,DU11,SECTOR 25
808,COLONIA COFRADIA,743,DU05,SECTOR 07
244,COLONIA COMUNIDAD SOCIAL,0,DU03,SECTOR 21
939,COLONIA CONTINENTAL,2520,DU11,SECTOR 25
640,COLONIA CRISTOBAL DIAZ,1341,DU05,SECTOR 13
597,COLONIA CRUZ LARGA,1027,DU02,SECTOR 10
877,COLONIA CRUZ ROJA,2715,DU09,SECTOR 27
78,COLONIA DAVID BETANCOURHT,1371,DU11,SECTOR 13
192,COLONIA DIOS PROVEERA,2023,DU03,SECTOR 20
641,COLONIA DIVANNA,1343,DU05,SECTOR 13
46,COLONIA EL ALAMO,1207,DU04,SECTOR 12
775,COLONIA EL CARRIZAL,716,DU06,SECTOR 07
967,COLONIA EL CARRIZAL 1-B,2504,DU06,SECTOR 25
958,COLONIA EL CARRIZAL N0.2,2518,DU11,SECTOR 25
561,COLONIA EL CERRITO,916,DU07,SECTOR 09
636,COLONIA EL COUNTRY,1334,DU05,SECTOR 13
210,COLONIA EL DORADO,1917,DU02,SECTOR 19
59,COLONIA EL EDEN,1309,DU11,SECTOR 13
977,COLONIA EL ESTIQUIRIN,0,DU04,SECTOR 24
154,COLONIA EL HIGUERO,1808,DU08,SECTOR 18
208,COLONIA EL HOGAR,1902,DU02,SECTOR 19
527,COLONIA EL JAPON,819,DU07,SECTOR 08
966,COLONIA EL MANANTIAL,0,DU06,SECTOR 25
518,COLONIA EL MIRADOR,0,DU06,SECTOR 08
951,COLONIA EL PEDERNAL,0,DU05,SECTOR 25
599,COLONIA EL PRADO,1102,DU02,SECTOR 11
643,COLONIA EL PROGRESO I,1384,DU05,SECTOR 13
642,COLONIA EL PROGRESO II,1333,DU05,SECTOR 13
875,COLONIA EL RECREO,2714,DU09,SECTOR 27
547,COLONIA EL REPARTO,902,DU07,SECTOR 09
547,COLONIA EL REPARTO,902,DU07,SECTOR 09
60,COLONIA EL RETIRO,1350,DU11,SECTOR 13
0,COLONIA EL SITIO,2922,DU08,SECTOR 29
45,COLONIA EL TREBOL,1231,DU04,SECTOR 12
585,COLONIA EL TRIANGULO,1013,DU02,SECTOR 10
39,COLONIA EL VACILON,1211,DU04,SECTOR 12
0,COLONIA EL ZAPOTE,0,DU08,SECTOR 29
237,COLONIA ERENDIRA,2116,DU03,SECTOR 21
613,COLONIA ESPIRITU SANTO,1327,DU05,SECTOR 13
710,COLONIA ESTADOS UNIDOS,1601,DU08,SECTOR 16
276,COLONIA FALDAS DEL PEDREGAL,2204,DU04,SECTOR 22
55,COLONIA FATIMA,1316,DU11,SECTOR 13
0,COLONIA FEHCOVIL,2902,DU08,SECTOR 29
478,COLONIA FERNANDO CALDERON,0,DU07,SECTOR 09
978,COLONIA FLOR DEL CAMPO,2414,DU04,SECTOR 24
788,COLONIA FLOR No. 1,725,DU06,SECTOR 07
805,COLONIA FLOR No. 2,741,DU06,SECTOR 07
667,COLONIA FLORENCIA NORTE,1702,DU02,SECTOR 17
666,COLONIA FLORENCIA OESTE,1704,DU02,SECTOR 17
86,COLONIA FLORENCIA SUR,1703,DU02,SECTOR 17
0,COLONIA FLORES DE ORIENTE,2905,DU08,SECTOR 29
801,COLONIA FRANCISCO MORAZAN,729,DU06,SECTOR 07
282,COLONIA FRANCISCO MURILLO SOTO,2210,DU04,SECTOR 22
846,COLONIA FRATERNIDAD PESPIRENSE,0,DU06,SECTOR 07
914,COLONIA FUENTE DE VIDA,0,DU11,SECTOR 25
368,COLONIA FUENTES  DE MIRAFLORES,1937,DU03,SECTOR 19
792,COLONIA FUERZAS ARMADAS,768,DU05,SECTOR 07
942,COLONIA FUERZAS UNIDAS,2533,DU11,SECTOR 25
956,COLONIA GENERACION 2000,2540,DU11,SECTOR 25
558,COLONIA GIRASOLES,908,DU07,SECTOR 09
143,COLONIA GLORIA A DIOS,1816,DU02,SECTOR 18
944,COLONIA GRACIAS A DIOS,2502,DU05,SECTOR 25
760,COLONIA GUAMILITO,755,DU06,SECTOR 07
548,COLONIA GUILLEN,906,DU07,SECTOR 09
98,COLONIA HATO DE ENMEDIO AMPLIACION BLOQUE I Y J,0,DU02,SECTOR 18
141,COLONIA HATO DE ENMEDIO SECTOR 1,1801,DU02,SECTOR 18
138,COLONIA HATO DE ENMEDIO SECTOR 2,1801,DU02,SECTOR 18
136,COLONIA HATO DE ENMEDIO SECTOR 3,1801,DU02,SECTOR 18
336,COLONIA HATO DE ENMEDIO SECTOR 4,1801,DU02,SECTOR 18
137,COLONIA HATO DE ENMEDIO SECTOR 5,1801,DU02,SECTOR 18
133,COLONIA HATO DE ENMEDIO SECTOR 6,1801,DU02,SECTOR 18
135,COLONIA HATO DE ENMEDIO SECTOR 6A,1801,DU08,SECTOR 18
134,COLONIA HATO DE ENMEDIO SECTOR 7,1801,DU02,SECTOR 18
139,COLONIA HATO DE ENMEDIO SECTOR 8,1801,DU02,SECTOR 18
140,COLONIA HATO DE ENMEDIO SECTOR 9,1801,DU08,SECTOR 18
146,COLONIA HATO DE ENMEDIO SECTOR10,1801,DU08,SECTOR 18
982,COLONIA HENRY MERRIAN,2412,DU04,SECTOR 24
836,COLONIA HOLLYWOOD,1331,DU05,SECTOR 13
601,COLONIA HUMUYA,1101,DU02,SECTOR 11
629,COLONIA IBERIA,767,DU05,SECTOR 07
993,COLONIA INESTROZA,2419,DU04,SECTOR 24
634,COLONIA INTERAMERICANA,1332,DU05,SECTOR 13
53,COLONIA ISRAEL SUR,1313,DU11,SECTOR 13
728,COLONIA IZAGUIRRE,1612,DU02,SECTOR 16
23,COLONIA JARDIN LAS MERCEDES,307,DU07,SECTOR 03
473,COLONIA JARDIN NORMA,430,DU02,SECTOR 04
22,COLONIA JARDIN SANTA ROSA,306,DU07,SECTOR 03
271,COLONIA JARDINES DE LOARQUE,2105,DU09,SECTOR 21
216,COLONIA JARDINES DE MIRAFLORES,1919,DU03,SECTOR 19
973,COLONIA JARDINES DE TONCONTIN,2403,DU04,SECTOR 24
937,COLONIA JARDINES DEL CARRIZAL,2528,DU11,SECTOR 25
961,COLONIA JARDINES DEL NORTE,2519,DU11,SECTOR 25
471,COLONIA JARDINES LAS COLINAS,308,DU07,SECTOR 03
957,COLONIA JOSE ANGEL ULLOA,2524,DU11,SECTOR 25
953,COLONIA JOSE ARTURO DUARTE,2522,DU11,SECTOR 25
549,COLONIA JOSE SIMON AZCONA,948,DU07,SECTOR 09
920,COLONIA JOSE TRINIDAD CABA√ëAS,2536,DU11,SECTOR 25
