Seq,Neighborhood,City,Sector,Zone,objectid,Neighborhood,Corr,Dist,SectorGis,,
948,LA SOSA,TEGUCIGALPA,29,R5,,,,,,,
950,LA SOSA NORTE,TEGUCIGALPA,29,R3,,,,,,,
951,LA SOSA SUR,TEGUCIGALPA,29,R3,,,,,,,
149,LA SOTO,TEGUCIGALPA,7,R3,,,,,,,
228,LA TIGRA,TEGUCIGALPA,9,AR,,,,,,,
952,LA TRAVESIA,TEGUCIGALPA,29,R3,,,,,,,
462,LA UNION,TEGUCIGALPA,16,R3,712,COLONIA LA UNION,1605,DU08,SECTOR 16,,
104,LA ZOPILOTERA,COMAYAGÜELA,6,R3,465,BARRIO LA MERCED,109,DU01,,,
71,LARA,TEGUCIGALPA,4,R1,14,BARRIO LA MONCADA,115,DU01,,,
72,LARA NORTE,TEGUCIGALPA,4,R1,466,BARRIO LA PEDRERA,118,DU01,,,
864,LAS ACACIAS,COMAYAGÜELA,25,R3,,,,,,,
463,LAS ANONAS,TEGUCIGALPA,16,R1,16,BARRIO LA PLAZUELA,110,DU01,,,
508,LAS BEGONIAS SAN IGNACIO (CONDOMINIO HORIZONTAL),TEGUCIGALPA,17,R2,976,COLONIA LA PRADERA,2406,DU04,SECTOR 24,,
585,LAS BRISAS,COMAYAGÜELA,19,R3,,,,,,,
586,LAS BRISAS BETANIA,COMAYAGÜELA,19,R3,608,COLONIA LA PRIMAVERA,1220,DU04,SECTOR 12,,
29,LAS CANTERAS,TEGUCIGALPA,2,R3,464,BARRIO LA RONDA,111,DU01,,,
749,LAS CASITAS (CASERIO LAS CASITAS),TEGUCIGALPA,23,R3,,,,,,,
750,LAS CASITAS (COLONIA FELICIDAD),TEGUCIGALPA,23,R3,52,BARRIO LA SOLEDAD,1317,DU11,SECTOR 13,,
987,LAS CASITAS RESIDENCIAL,TEGUCIGALPA,36,R3,,,,,,,
587,LAS COLINAS,TEGUCIGALPA,19,R2,,,,,,,
150,LAS CRUCITAS,COMAYAGÜELA,7,R3,,,,,,,
196,LAS CRUCITAS,TEGUCIGALPA,8,HATILLO,,,,,,,
197,LAS CRUCITAS #2,TEGUCIGALPA,8,HATILLO,758,COLONIA SOTO O PLANES DEL BERRINCHE,730,DU06,SECTOR 07,,
30,LAS DELICIAS,TEGUCIGALPA,2,CH,,,,,,,
667,LAS GRANJITAS,TEGUCIGALPA,21,R3,,,,,,,
751,LAS HADAS,TEGUCIGALPA,23,R3,706,COLONIA LAS ANONAS,1639,DU07,SECTOR 16,,
752,LAS HADAS FECOVIL,TEGUCIGALPA,23,R3,,,,,,,
753,LAS HADAS SOGERIN,TEGUCIGALPA,23,R2,,,,,,,
229,LAS JOYAS,TEGUCIGALPA,9,R4,,,,,,,
979,LAS MARGARITAS,TEGUCIGALPA,35,R3,,,,,,,
258,LAS MARIAS,TEGUCIGALPA,10,R1,582,RESIDENCIAL LAS MARIAS,1031,DU02,SECTOR 10,,
151,LAS MERCEDES,COMAYAGÜELA,7,R4,807,COLONIA LAS MERCEDES,736,DU05,SECTOR 07,,
259,LAS MINITAS,TEGUCIGALPA,10,R1,589,COLONIA LAS MINITAS,1003,DU02,SECTOR 10,,
618,LAS PALMAS,TEGUCIGALPA,20,R3,,,,,,,
73,LAS PALOMAS,TEGUCIGALPA,4,R1,484,COLONIA LAS PALOMAS,411,DU02,SECTOR 04,,
152,LAS PAVAS,COMAYAGÜELA,7,R3,782,COLONIA LAS PAVAS,719,DU06,SECTOR 07,,
230,LAS PAVAS,TEGUCIGALPA,9,R4,,,,,,,
900,LAS PERLAS,TEGUCIGALPA,27,R3,,,,,,,
810,LAS TORRES,TEGUCIGALPA/ COMAYAGUELA,24,R3,,,,,,,
668,LAS VEGAS,TEGUCIGALPA,21,R3,,,,,,,
669,LAS VEGAS (FECESITLEH),TEGUCIGALPA,21,R3,,,,,,,
380,LAURELES REAL,COMAYAGÜELA,13,R3,67,RESIDENCIAL LAURELES REAL,1382,DU11,SECTOR 13,,
105,LEMPIRA,COMAYAGÜELA,6,CH/R4,508,BARRIO LEMPIRA,602,DU05,SECTOR 06,,
865,LINCOLN,COMAYAGÜELA,25,R3,,,,,,,
260,LINDA VISTA,TEGUCIGALPA,10,R1,584,COLONIA LINDA VISTA,1009,DU02,SECTOR 10,,
31,LINTON,TEGUCIGALPA,2,R3,818,COLONIA LINTON,225,DU07,,,
509,LIQUIDAMBAR,TEGUCIGALPA,17,R1/R2,,,,,,,
381,LIVERPOOL,COMAYAGÜELA,13,R3,945,COLONIA LIVERPOOL,0,DU05,SECTOR 25,,
754,LLANOS DEL POTRERO,TEGUCIGALPA,23,R2,,,,,,,
670,LOARQUE,TEGUCIGALPA,21,R3,,,,,,,
,LOARQUE,,,,,,,,,,
671,LOARQUE SUR,TEGUCIGALPA,21,R3,,,,,,,
261,LOMA ALTA,TEGUCIGALPA,10,R1,579,COLONIA LOMA ALTA,1026,DU02,SECTOR 10,,
278,LOMA LINDA NORTE,TEGUCIGALPA/ COMAYAGUELA,11,R1,605,COLONIA  LOMA LINDA NORTE,1109,DU02,SECTOR 11,,
279,LOMA LINDA SUR,TEGUCIGALPA/ COMAYAGUELA,11,R1,25,COLONIA  LOMA LINDA SUR,1110,DU02,SECTOR 11,,
672,LOMA SUR,TEGUCIGALPA,21,R3,,,,,,,
588,LOMA VERDE,TEGUCIGALPA,19,R3,,,,,,,
510,LOMAS DE CARRARA,TEGUCIGALPA,17,R3,,,,,,,
901,LOMAS DE GERMANIA,TEGUCIGALPA,27,R4,,,,,,,
619,LOMAS DE JACALEAPA,TEGUCIGALPA,20,R4,,,,,,,
464,LOMAS DE LA FLORIDA,TEGUCIGALPA,16,R4,708,RESIDENCIAL LOMAS DE LA FLORIDA,1648,DU02,SECTOR 16,,
589,LOMAS DE LA JOYA,TEGUCIGALPA,19,R3,,,,,,,
231,LOMAS DE LAS MINITAS,TEGUCIGALPA,9,R3,,,,,,,
673,LOMAS DE LOARQUE,TEGUCIGALPA,21,R3,,,,,,,
980,LOMAS DE MARIA AUXILIADORA,TEGUCIGALPA,35,R3,,,,,,,
590,LOMAS DE MIRAFLORES,TEGUCIGALPA,19,R2,,,,,,,
591,LOMAS DE MIRAFLORES SUR,TEGUCIGALPA,19,R3,,,,,,,
620,LOMAS DE SAN JOSE,TEGUCIGALPA,20,R3,,,,,,,
302,LOMAS DE TILOARQUE (PLAN DE LAS LOMAS),COMAYAGÜELA,12,R4,32,COLONIA LOMAS DE TILOARQUE ETAPA I,1208,DU04,SECTOR 12,,
303,LOMAS DE TILOARQUE ETAPA 1,COMAYAGÜELA,12,R3,32,COLONIA LOMAS DE TILOARQUE ETAPA I,1208,DU04,SECTOR 12,,
304,LOMAS DE TILOARQUE ETAPA 2,COMAYAGÜELA,12,R3,32,COLONIA LOMAS DE TILOARQUE ETAPA I,1208,DU04,SECTOR 12,,
920,LOMAS DE TONCONTIN,TEGUCIGALPA,28,R3,,,,,,,
32,LOMAS DEL BOSQUE,TEGUCIGALPA,2,R3,819,COLONIA LOMAS DEL BOSQUE,829,DU07,SECTOR 08,,
262,LOMAS DEL CASTAÑO,TEGUCIGALPA,10,R1,587,COLONIA LOMAS DELCASTAÑOS SUR,1018,DU02,SECTOR 10,,
263,LOMAS DEL CASTAÑO,TEGUCIGALPA,10,R1,587,COLONIA LOMAS DELCASTAÑOS SUR,1018,DU02,SECTOR 10,,
714,LOMAS DEL CORTIJO,COMAYAGÜELA,22,R3,,,,,,,
382,LOMAS DEL COUNTRY,COMAYAGÜELA,13,R2,637,COLONIA LOMAS DEL COUNTRY,1336,DU05,SECTOR 13,,
621,LOMAS DEL DORADO,TEGUCIGALPA,20,R4,,,,,,,
264,LOMAS DEL GUIJARRO,TEGUCIGALPA,10,R1,593,COLONIA LOMAS DEL GUIJARRO,1006,DU02,SECTOR 10,,
511,LOMAS DEL GUIJARRO SUR,TEGUCIGALPA,17,R1,,,,,,,
265,LOMAS DEL MAYAB,TEGUCIGALPA,10,R1,596,COLONIA LOMAS DEL MAYAB,1008,DU02,SECTOR 10,,
674,LOMAS DEL NAVOO,TEGUCIGALPA,21,R3,,,,,,,
866,LOMAS DEL NORTE,COMAYAGÜELA,25,R4,,,,,,,
921,LOMAS DEL PORTILLO,TEGUCIGALPA,28,R3,,,,,,,
465,LOMAS DEL PRADO NORTE,TEGUCIGALPA,16,R4,739,RESIDENCIAL LOMAS DEL PRADO NORTE,1646,DU08,SECTOR 16,,
266,LOS ALMENDROS,TEGUCIGALPA,10,R1,576,COLONIA LOS ALMENDROS,1010,DU02,SECTOR 10,,
675,LOS ALPES,TEGUCIGALPA,21,R3,,,,,,,
953,LOS ALPES DE,TEGUCIGALPA,29,R3,,,,,,,
867,LOS ANDES,COMAYAGÜELA,25,R3,,,,,,,
755,LOS ANGELES,TEGUCIGALPA,23,R1,,,,,,,
756,LOS ANGELES(CATESA),TEGUCIGALPA,23,R2,,,,,,,
15,LOS DOLORES,TEGUCIGALPA,1,CH,461,BARRIO LOS DOLORES,114,DU01,,,
676,LOS ENCUENTROS,TEGUCIGALPA,21,R3,,,,,,,
757,LOS ENSUEÑOS LLANOS DEL POTRERO (CIRCUITO CERRADO),TEGUCIGALPA,23,R2,,,,,,,
758,LOS EUCALIPTOS,TEGUCIGALPA,23,R4,,,,,,,
759,LOS HIDALGOS,TEGUCIGALPA,23,R3,,,,,,,
760,LOS HIDALGOS CIRCUITO 1 Y CIRCUITO 2,TEGUCIGALPA,23,R3,,,,,,,
546,LOS HIGUEROS,TEGUCIGALPA,18,R3,,,,,,,
902,LOS JUTES,TEGUCIGALPA,27,R4,,,,,,,
436,LOS JUTES (CASERIO LAS PILITAS),TEGUCIGALPA,15,HATILLO,,,,,,,
33,LOS MANGOS,TEGUCIGALPA,2,R3,1,COLONIA MIRAMESI,205,DU07,,Sub,"14.1161815, -87.2083478"
677,LOS MOLINOS IMPREMA / JOSE MARIA ANDRADE,TEGUCIGALPA,21,R4,,,,,,,
761,LOS PERIODISTAS,TEGUCIGALPA,23,R1,,,,,,,
622,LOS PINOS,TEGUCIGALPA,20,R4,,,,,,,
466,LOS PROCERES,TEGUCIGALPA,16,R2,735,COLONIA LOS PROCERES,1609,DU02,SECTOR 16,,
153,LOS PROFESORES,COMAYAGÜELA,7,R3,831,COLONIA LOS PROFESORES,734,DU06,SECTOR 07,,
954,LOS QUEBRACHOS,TEGUCIGALPA,29,R3,,,,,,,
762,LOS ROBLES,TEGUCIGALPA,23,R3,,,,,,,
903,LOS TROZOS,TEGUCIGALPA,27,R3,,,,,,,
592,LOS TULIPANES,TEGUCIGALPA,19,R3,,,,,,,
715,LOS ZORSALES # 1,COMAYAGÜELA,22,R3,,,,,,,
716,LOS ZORSALES # 2,COMAYAGÜELA,22,R3,,,,,,,
717,LOS ZORZALES,COMAYAGÜELA,22,R4,,,,,,,
547,LOTE NUM 9 SAN IGNACIO,TEGUCIGALPA,18,R1,,,,,,,
198,LOTIFICACION CANTERO,TEGUCIGALPA,8,HATILLO,,,,,,,
512,LOTIFICACION SUYAPA,TEGUCIGALPA,17,R3,,,,,,,
955,LOTIFICADORA CERRO AZUL,TEGUCIGALPA,29,UR,,,,,,,
555,LOYOLA SAN IGNACIO (CONDOMINIO HORIZONTAL),TEGUCIGALPA,18,R3,,,,,,,
811,LUIS ANDRES ZUNIGA,COMAYAGÜELA,24,R3,,,,,,,
678,LUIS CORDOVA,TEGUCIGALPA,21,R3,,,,,,,
154,MANANTIAL,COMAYAGÜELA,7,R3,753,COLONIA MANANTIAL,718,DU06,SECTOR 07,,
305,MARADIAGA,COMAYAGÜELA,12,R1,44,COLONIA MARADIAGA,1215,DU04,SECTOR 12,,
306,MARIA CRISTINA,COMAYAGÜELA,12,R3,40,COLONIA MARIA CRISTINA,1203,DU04,SECTOR 12,,
1001,MARIA JOSE,TEGUCIGALPA,54,R4,,,,,,,
981,MARIA MERCEDES,TEGUCIGALPA,35,R3,,,,,,,
232,MARICHAL,TEGUCIGALPA,9,R3,809,COLONIA MARICHAL,921,DU07,SECTOR 09,,
868,MARY FLAKES FLORES,COMAYAGÜELA,25,R4,,,,,,,
74,MATAMOROS,TEGUCIGALPA,4,R1,475,COLONIA MATAMOROS,409,DU02,SECTOR 04,,
956,MATUTE,TEGUCIGALPA,29,R3,,,,,,,
467,MAYA,TEGUCIGALPA,16,R3,721,RESIDENCIAL MAYA,1629,DU02,SECTOR 16,,
383,MAYANGLE,COMAYAGÜELA,13,R2,630,COLONIA MAYANGLE,1335,DU05,SECTOR 13,,
52,MEJIA,TEGUCIGALPA,3,R3,472,COLONIA MEJIA,315,DU07,SECTOR 03,,
155,MI CASITA,COMAYAGÜELA,7,R3,,,,,,,
957,MIRADOR (LA TRAVESIA),TEGUCIGALPA,29,R3,,,,,,,
468,MIRADOR DE LA TRAVESIA,TEGUCIGALPA,16,R3,,,,,,,
763,MIRADOR DE LOS ANGELES,TEGUCIGALPA,23,R3,,,,,,,
679,MIRADOR DEL,TEGUCIGALPA,21,R3,,,,,,,
34,MIRADOR DEL BOSQUE,TEGUCIGALPA,2,R3,4,BARRIO EL BOSQUE,202,DU07,,,
384,MIRADOR DEL NORTE,COMAYAGÜELA,13,R4,72,RESIDENCIAL MIRADOR DEL NORTE,1374,DU11,SECTOR 13,,
680,MIRADOR SAN ISIDRO,TEGUCIGALPA,21,R3,,,,,,,
307,MIRADOR TILOARQUE 2005,COMAYAGÜELA,12,R4,51,MIRADOR DE TILOARQUE,1235,DU04,SECTOR 12,,
308,MIRAFLOR,COMAYAGÜELA,12,R3,50,COLONIA MIRAFLOR,1222,DU04,SECTOR 12,,
593,MIRAFLORES,TEGUCIGALPA,19,R2,,,,,,,
594,MIRAFLORES NORTE,TEGUCIGALPA,19,R3,,,,,,,
595,MIRAFLORES SUR,TEGUCIGALPA,19,R2,,,,,,,
437,MIRALAGO,TEGUCIGALPA,15,HATILLO,659,RESIDENCIAL MIRALAGO,1514,DU07,SECTOR 15,,
35,MIRAMESI,TEGUCIGALPA,2,CH/R4,1,COLONIA MIRAMESI,205,DU07,,,
280,MIRAMONTE I ETAPA,TEGUCIGALPA/ COMAYAGUELA,11,R2,602,COLONIA MIRAMONTES,1106,DU02,SECTOR 11,,
281,MIRAMONTE II ETAPA,TEGUCIGALPA/ COMAYAGUELA,11,R2,602,COLONIA MIRAMONTES,1106,DU02,SECTOR 11,,
764,MODELO,TEGUCIGALPA,23,R2,,,,,,,
233,MODESTO RODAS ALVARADO,TEGUCIGALPA,9,R3,562,COLONIA MODESTO RODAS ALVARADO,909,DU07,SECTOR 09,,
812,MODESTO RODAS ALVARADO,COMAYAGÜELA,24,R3,,,,,,,
156,MONSEÑOR FIALLOS,COMAYAGÜELA,7,R3,762,COLONIA MONSE√ëOR FIALLOS,703,DU05,SECTOR 07,,
385,MONTE CARMELO,COMAYAGÜELA,13,R3,633,RESIDENCIAL MONTE CARMELO,1322,DU05,SECTOR 13,,
887,MONTE FRESCO,TEGUCIGALPA,26,R2,,,,,,,
386,MONTE LOS OLIVOS,COMAYAGÜELA,13,R3,917,COLONIA MONTE DE LOS OLIVOS,2534,DU11,SECTOR 25,,
513,MONTE VERDE,TEGUCIGALPA,17,R3,,,,,,,
267,MONTECARLOS,TEGUCIGALPA,10,R1,583,COLONIA MONTECARLO,1015,DU02,SECTOR 10,,
514,MONTEFRESCO / PLANES DE LA LOMA,TEGUCIGALPA,17,R3,,,,,,,
718,MONTELIMAR,COMAYAGÜELA,22,R3,,,,,,,
681,MONTERREY,TEGUCIGALPA,21,R3,,,,,,,
682,MONTERREY NORTE,TEGUCIGALPA,21,R3,,,,,,,
683,MONTERREY SUR,TEGUCIGALPA,21,R3,,,,,,,
387,MONTES DE BENDICION,COMAYAGÜELA,13,R3,77,COLONIA   MONTES  DE BENDICION,1383,DU11,SECTOR 13,,
684,MONTES DE SINAI,TEGUCIGALPA,21,R3,,,,,,,
958,MONTES DE SINAI,TEGUCIGALPA,29,R4,,,,,,,
90,MORAZAN,COMAYAGÜELA,5,D3,492,BARRIO MORAZAN,504,DU02,SECTOR 05,,
596,NORA GUNERA DE MELGAR,TEGUCIGALPA,19,R3,,,,,,,
388,NORTE FRESCO,COMAYAGÜELA,13,R3,865,COLONIA MONTE FRESCO,2605,DU09,SECTOR 26,,
869,NUEVA ALDEA (CASERIO JOCOMICO),COMAYAGÜELA,25,R3,,,,,,,
870,NUEVA AUSTRALIA,COMAYAGÜELA,25,R3,,,,,,,
871,NUEVA CAPITAL,COMAYAGÜELA,25,R4,,,,,,,
872,NUEVA DANLI,COMAYAGÜELA,25,R3,,,,,,,
469,NUEVA ERA,TEGUCIGALPA,16,R3,720,COLONIA NUEVA ERA,1616,DU08,SECTOR 16,,
389,NUEVA ERA TEGUCIGALPA,COMAYAGÜELA,13,R4,645,COLONIA NUEVA ERA,1347,DU11,SECTOR 13,,
390,NUEVA ESPAÑA,COMAYAGÜELA,13,R4,81,COLONIA NUEVA ESPA√ëA,1386,DU11,SECTOR 13,,
309,NUEVA ESPERANZA,COMAYAGÜELA,12,R4,30,COLONIA NUEVA ESPERANZA,1221,DU04,SECTOR 12,,
391,NUEVA GALILEA,COMAYAGÜELA,13,R3,80,COLONIA NUEVA GALILEA,1385,DU11,SECTOR 13,,
392,NUEVA JERUSALEM #2,COMAYAGÜELA,13,R3,84,COLONIA NUEVA JERUSALEN No.2,0,DU11,SECTOR 13,,
393,NUEVA JERUSALEN,COMAYAGÜELA,13,R3,56,COLONIA  NUEVA JERUSALEM,1372,DU11,SECTOR 13,,
971,NUEVA ORIENTAL Y MIRADOR DE ORIENTE,TEGUCIGALPA,32,R3,,,,,,,
394,NUEVA OROCUINA,COMAYAGÜELA,13,R4,63,COLONIA NUEVA OROCUINA,1304,DU11,SECTOR 13,,
873,NUEVA PROVIDENCIA,COMAYAGÜELA,25,R4,,,,,,,
53,NUEVA SANTA ROSA,TEGUCIGALPA,3,R3,552,COLONIA NUEVA SANTA ROSA,928,DU07,SECTOR 09,,
470,NUEVA VIERA,TEGUCIGALPA,16,R4,724,COLONIA NUEVA VIERA,1630,DU02,SECTOR 16,,
813,NUEVAS DELICIAS,COMAYAGÜELA,24,R3,,,,,,,
157,NUEVO AMANECER,COMAYAGÜELA,7,R3,,,,,,,
310,NUEVO AMANECER,COMAYAGÜELA,12,R3,29,COLONIA NUEVO AMANECER,1217,DU04,SECTOR 12,,
471,NUEVO EDEN,TEGUCIGALPA,16,R3,723,COLONIA NUEVO EDEN,1640,DU02,SECTOR 16,,
685,NUEVO LOARQUE,TEGUCIGALPA,21,R2,,,,,,,
874,NUEVOS HORIZONTES,COMAYAGÜELA,25,R3,,,,,,,
1004,OASIS,TEGUCIGALPA,55,R3,,,,,,,
106,OBELISCO,COMAYAGÜELA,6,CH,506,BARRIO EL OBELISCO,612,DU01,SECTOR 06,,
158,OBRERA,COMAYAGÜELA,7,R3,759,COLONIA LA OBRERA,738,DU06,SECTOR 07,,
472,OLIMPO,TEGUCIGALPA,16,R4,,,,,,,
473,OLIMPUS,TEGUCIGALPA,16,R4,734,RESIDENCIAL VILLA OLIMPUS,1645,DU02,SECTOR 16,,
,ORIENTE,,,,,,,,,,
,ORIENTE,,,,,,,,,,
719,OSCAR A. FLORES,COMAYAGÜELA,22,R3,,,,,,,
311,OSCAR CASTRO TEJEDA,COMAYAGÜELA,12,R3,28,COLONIA OSCAR CASTRO TEJADA,1236,DU04,SECTOR 12,,
959,PABLO PORTILLO,TEGUCIGALPA,29,R3,,,,,,,
91,PAGODA,COMAYAGÜELA,5,D3,496,BARRIO LA PAGODA,505,DU02,SECTOR 05,,
92,PALERMO,TEGUCIGALPA,5,D3,490,COLONIA PALERMO,501,DU02,SECTOR 05,,
765,PALMA REAL,TEGUCIGALPA,23,R3,,,,,,,
75,PALMIRA,TEGUCIGALPA,4,D3,488,COLONIA PALMIRA,433,DU02,SECTOR 04,,
994,PARQUE LOGISTICO AMARATECA (CONDOMINIO HORIZONTAL),TEGUCIGALPA,41,D1,,,,,,,
199,PARQUE NACIONAL ONU,TEGUCIGALPA,8,AR,,,,,,,
720,PARTE JARDINES DE SAN JOSE,COMAYAGÜELA,22,R3,,,,,,,
888,PASEO LAS CAMPANAS,TEGUCIGALPA,26,R3,,,,,,,
515,PASEO LIQUIDAMBAR,TEGUCIGALPA,17,R1,,,,,,,
159,PEDREGALITO,COMAYAGÜELA,7,R3,766,COLONIA PEDREGALITO,707,DU05,SECTOR 07,,
686,PEÑA VIEJA,TEGUCIGALPA,21,R3,,,,,,,
1011,PENIEL,TEGUCIGALPA,56,R3,,,,,,,
312,PERITOS MERCANTILES (EL CONTAD),COMAYAGÜELA,12,R3,34,COLONIA PERITOS MERCANTILES,1226,DU04,SECTOR 12,,
107,PERPETUO SOCORRO,COMAYAGÜELA,6,R3,504,BARRIO PERPETUO SOCORRO,607,DU05,SECTOR 06,,
200,PICACHITO,TEGUCIGALPA,8,R3,528,COLONIA PICACHITO,801,DU07,SECTOR 08,,
1005,PINARES DE SANTA CRUZ,TEGUCIGALPA,55,UR,,,,,,,
988,PINO VERDE,TEGUCIGALPA,36,R3,,,,,,,
889,PLAN DE LOS PINOS,TEGUCIGALPA,26,R3,,,,,,,
160,PLANES DEL BERRINCHE O COLONIA SOTO,COMAYAGÜELA,7,R3,758,COLONIA SOTO O PLANES DEL BERRINCHE,730,DU06,SECTOR 07,,
161,PLANES DEL CARRIZAL,COMAYAGÜELA,7,R3,,,,,,,
162,POLICARPO PAZ GARCIA,COMAYAGÜELA,7,R4,798,COLONIA POLICARPO PAZ,715,DU05,SECTOR 07,,
687,POPULAR,TEGUCIGALPA,21,R3,,,,,,,
766,PORTAL DE AGUA DULCE (CONDOMINIO HORIZONTAL),TEGUCIGALPA,23,R4,,,,,,,
814,PORTAL DE LAS FLORES (CIRCUITO CERRADO),COMAYAGÜELA,24,R1,,,,,,,
767,PORTAL DEL BOSQUE I,TEGUCIGALPA,23,R3,,,,,,,
768,PORTAL DEL BOSQUE II ETAPA,TEGUCIGALPA,23,R4,,,,,,,
268,PORTAL DEL CASTAÑO,TEGUCIGALPA,10,R1,824,RESIDENCIAL PORTAL DEL CASTAÑOS,0,DU02,SECTOR 10,,
815,PRADERA,COMAYAGÜELA,24,R3,,,,,,,
982,PRADERAS DIGNAS I Y II ETAPA,TEGUCIGALPA,35,R4,,,,,,,
282,PRADO,COMAYAGÜELA,11,R1,599,COLONIA EL PRADO,1102,DU02,SECTOR 11,,
474,PRADO VERDE,TEGUCIGALPA,16,R4,738,RESIDENCIAL PRADO VERDE,1652,DU08,SECTOR 16,,
475,PRADOS UNIVERSITARIOS,TEGUCIGALPA,16,R4,742,RESIDENCIAL PRADOS UNIVERSITARIOS,1621,DU08,SECTOR 16,,
816,PREDIOS DEL RECREO,COMAYAGÜELA,24,R3,,,,,,,
313,PRIMAVERA,COMAYAGÜELA,12,R4,608,COLONIA LA PRIMAVERA,1220,DU04,SECTOR 12,,
548,PRO PLAZA SAN IGNACIO 2004,TEGUCIGALPA,18,R1,,,,,,,
516,PROFESIONALES,TEGUCIGALPA,17,D1,,,,,,,
395,PROGRESO,COMAYAGÜELA,13,R3,643,COLONIA EL PROGRESO I,1384,DU05,SECTOR 13,,
396,PROGRESO # 2,COMAYAGÜELA,13,R3,642,COLONIA EL PROGRESO II,1333,DU05,SECTOR 13,,
817,PROPIEDAD PRIVADA LAS TORRES,COMAYAGÜELA,24,R3,,,,,,,
721,PROVIDENCIA,COMAYAGÜELA,22,R3,,,,,,,
201,PROYECTO KASANDRA,TEGUCIGALPA,8,R4,,,,,,,
549,PROYECTO SUYAPITA,TEGUCIGALPA,18,R3,,,,,,,
76,PUEBLO NUEVO,TEGUCIGALPA,4,D3,485,BARRIO PUEBLO NUEVO,413,DU02,SECTOR 04,,
397,PUEBLO NUEVO,COMAYAGÜELA,13,R3,61,COLONIA PUEBLO NUEVO,1377,DU11,SECTOR 13,,
36,PUNTA CALIENTE,TEGUCIGALPA,2,R3,2,BARRIO PUNTA CALIENTE,206,DU07,,,
283,QUEZADA,TEGUCIGALPA/ COMAYAGUELA,11,R2,598,COLONIA QUEZADA,1103,DU02,SECTOR 11,,
550,QUINTA BELLA,TEGUCIGALPA,18,R1,,,,,,,
997,QUINTA GUAJINIQUIL,TEGUCIGALPA,45,UR,,,,,,,
995,QUINTAS DE ZAMBRANO,TEGUCIGALPA,42,UR,,,,,,,
163,RAFAEL LEONARDO CALLEJAS,COMAYAGÜELA,7,R4,767,COLONIA RAFAEL L. CALLEJAS,708,DU05,SECTOR 07,,
398,RAMON AMAYA AMADOR,COMAYAGÜELA,13,R4,76,COLONIA RAMON AMAYA AMADOR,1369,DU11,SECTOR 13,,
624,REAL DE LAS PALMAS,TEGUCIGALPA,20,R4,,,,,,,
54,REFORMA,TEGUCIGALPA,3,R2,24,COLONIA LA REFORMA,305,DU07,SECTOR 03,,
269,REPARTO MANDOFER,TEGUCIGALPA,10,D1,821,COLONIA REPARTO MANDOFER,1024,DU02,SECTOR 10,,
234,REPARTO POR ARRIBA,TEGUCIGALPA,9,R3,547,COLONIA EL REPARTO,902,DU07,SECTOR 09,,
235,REPARTO POR BAJO,TEGUCIGALPA,9,R3,547,COLONIA EL REPARTO,902,DU07,SECTOR 09,,
314,REPUBLICA DE VENEZUELA,COMAYAGÜELA,12,R3,611,COLONIA VENEZUELA,1210,DU11,SECTOR 13,,
37,RES BUENA VISTA,TEGUCIGALPA,2,R3,455,RESIDENCIAL BUENA VISTA,0,DU01,,,
769,RES LAS UVAS,TEGUCIGALPA,23,R2,,,,,,,
770,RES LUIMISA,TEGUCIGALPA,23,R1-R2,,,,,,,
551,RES LUIS LANDA,TEGUCIGALPA,18,R2,,,,,,,
517,RES PUERTA DEL SOL,TEGUCIGALPA,17,R1,,,,,,,
