Seq,Neighborhood,City,Sector,Zone,objectid,Neighborhood,Corr,Dist,SectorGis,,
399,RES SANTA CECILIA,COMAYAGÜELA,13,R4,848,RESIDENCIAL SANTA CECILIA,1329,DU05,SECTOR 13,,
975,RES. ALCAZAR DEL SUE,TEGUCIGALPA,34,R3,,,,,,,
688,RES. ALTA VISTA,TEGUCIGALPA,21,R3,,,,,,,
771,RES. ALTOS DE LAS HADAS,TEGUCIGALPA,23,R2,,,,,,,
904,RES. ALTOS DE SANTA ROSA,TEGUCIGALPA,27,R3,,,,,,,
476,RES. CENTROAMERICANA,TEGUCIGALPA,16,R3,722,RESIDENCIAL VILLA CENTROAMERICANA,1622,DU02,SECTOR 16,,
922,RES. CONCEPCION,TEGUCIGALPA,28,R3,,,,,,,
890,RES. EL TABLON,TEGUCIGALPA,26,R3,,,,,,,
518,RES. EL TRAPICHE,TEGUCIGALPA,17,R1,,,,,,,
400,RES. FRANCISCO MORAZAN,COMAYAGÜELA,13,R3,68,RESIDENCIAL FRANCISCO MORAZAN,1354,DU11,SECTOR 13,,
438,RES. LA ALHAMBRA,TEGUCIGALPA,15,HATILLO,660,RESIDENCIAL LA ALHAMBRA,1513,DU07,SECTOR 15,,
689,RES. LA CAÑADA,TEGUCIGALPA,21,R3,,,,,,,
772,RES. LAS MARGARITAS,TEGUCIGALPA,23,R3,,,,,,,
519,RES. LOS OLIVOS,TEGUCIGALPA,17,R1,,,,,,,
623,RES. LOS PORTALES,TEGUCIGALPA,20,R4,,,,,,,
236,RES. PINARES,TEGUCIGALPA,9,HATILLO,542,RESIDENCIAL PINARES,911,DU07,SECTOR 09,,
207,RES. RAFAEL BARDALES BUESO INPREMA /COL RIO ALTO,TEGUCIGALPA,9,R2-R3,,,,,,,
552,RES. SAN IGNACIO,TEGUCIGALPA,18,R1,,,,,,,
553,RES. SAN JUAN,TEGUCIGALPA,18,R3,,,,,,,
773,RES. TONCONTIN,TEGUCIGALPA,23,R3,,,,,,,
55,RES. VIERA,TEGUCIGALPA,3,R3,468,COLONIA VIERA,301,DU07,SECTOR 03,,
237,RES. VILLA DELMY,TEGUCIGALPA,9,R3,550,RESIDENCIAL VILLA DELMY,914,DU07,SECTOR 09,,
1006,RES. VILLA ELENA (PARTE),TEGUCIGALPA,55,R1,,,,,,,
774,RES. VILLAS DEL REAL,TEGUCIGALPA,23,R3,,,,,,,
554,RES. VILLAS PALMERAS,TEGUCIGALPA,18,R1,,,,,,,
556,RESIDENCIAL - 3410- COL SAN IGNACIO,TEGUCIGALPA,18,R3,,,,,,,
520,RESIDENCIAL 3 CAMINOS,TEGUCIGALPA,17,R2,,,,,,,
775,RESIDENCIAL LAS CANARIAS,TEGUCIGALPA,23,R3,,,,,,,
477,RESIDENCIAL MAYA,TEGUCIGALPA,16,R3,721,RESIDENCIAL MAYA,1629,DU02,SECTOR 16,,
722,RESIDENCIAL MONTELIMAR,COMAYAGÜELA,22,R4,,,,,,,
690,RESIDENCIAL PARIS,TEGUCIGALPA,21,R4,,,,,,,
625,RESIDENCIAL PLAZA,TEGUCIGALPA,20,R3,,,,,,,
626,RESIDENCIAL PLAZA CIRCUITO CERRADO SUB DIVISION,TEGUCIGALPA,20,R4,,,,,,,
776,RESIDENCIAL SANTA CRUZ I YII,TEGUCIGALPA,23,R3,,,,,,,
557,RESIDENCIAL SUYAPITA,TEGUCIGALPA,18,R4,,,,,,,
439,RESIDENCIAL YAGUARUNDI,TEGUCIGALPA,15,HATILLO,,,,,,,
238,RIO ALTO 2004,TEGUCIGALPA,9,R2,557,COLONIA VILLAS DEL RIO,915,DU07,SECTOR 09,,
691,RIO GRANDE NORTE,TEGUCIGALPA,21,R2,,,,,,,
692,RIO GRANDE SUR,TEGUCIGALPA,21,R3,,,,,,,
818,RIVAS,COMAYAGÜELA,24,R3,,,,,,,
723,RIVERA DE LA VEGA,COMAYAGÜELA,22,R4,,,,,,,
724,ROBERTO SUAZO CORDOVA NRO. 1,COMAYAGÜELA,22,R3,,,,,,,
777,ROBLE ALTO,TEGUCIGALPA,23,R3,,,,,,,
778,ROBLE ALTO II,TEGUCIGALPA,23,R2,,,,,,,
779,"ROBLE OESTE I, II, III, IV, V Y VI ETAPA",TEGUCIGALPA,23,R3,,,,,,,
202,RODIMIRO ZELAYA,TEGUCIGALPA,8,R3,,,,,,,
108,RODRIGUEZ,COMAYAGÜELA,6,R3,514,COLONIA RODRIGUEZ,616,DU05,SECTOR 06,,
693,ROMA,TEGUCIGALPA,21,R3,,,,,,,
164,ROSALINDA,COMAYAGÜELA,7,R3,778,COLONIA ROSALINDA,754,DU06,SECTOR 07,,
521,RUBEN ANTUNEZ,TEGUCIGALPA,17,R1,,,,,,,
270,RUBEN DARIO,TEGUCIGALPA,10,R1,590,COLONIA RUBEN DARIO,1002,DU02,SECTOR 10,,
239,SABANA DEL RINCON,TEGUCIGALPA,9,R3,,,,,,,
77,SABANAGRANDE,TEGUCIGALPA,4,D1,480,BARRIO SABANAGRANDE,419,DU02,SECTOR 04,,
271,SABANAGRANDE,TEGUCIGALPA,10,R3,,,,,,,
478,SABANAGRANDE,TEGUCIGALPA,16,R3,,,,,,,
203,SAGASTUME,TEGUCIGALPA,8,R3,526,COLONIA SAGASTUME,823,DU07,SECTOR 08,,
694,SAN ANGEL,TEGUCIGALPA,21,R4,,,,,,,
401,SAN BUENAVENTURA,COMAYAGÜELA,13,R3,57,COLONIA  SAN BUENAVENTURA,1380,DU11,SECTOR 13,,
78,SAN CARLOS,TEGUCIGALPA,4,D3,483,COLONIA SAN CARLOS,407,DU02,SECTOR 04,,
165,SAN CRISTOBAL,COMAYAGÜELA,7,R3,806,COLONIA SAN CRISTOBAL,735,DU05,SECTOR 07,,
79,SAN FELIPE,TEGUCIGALPA,4,D1,482,BARRIO SAN FELIPE,412,DU02,SECTOR 04,,
402,SAN FRANCISCO,COMAYAGÜELA,13,R3,653,COLONIA SAN FRANCISCO,1311,DU11,SECTOR 13,,
558,SAN IGNACIO FODENOR,TEGUCIGALPA,18,R1,,,,,,,
315,SAN JORGE,COMAYAGÜELA,12,R1,609,BARRIO SAN JORGE,1204,DU04,SECTOR 12,,
725,SAN JOSE,COMAYAGÜELA,22,R3,,,,,,,
1007,SAN JOSE,TEGUCIGALPA,55,R3,,,,,,,
38,SAN JOSE DE LA MONTAÑA,TEGUCIGALPA,2,R3,453,COLONIA SAN JOSE DE LA MONTA√ëA,208,DU07,,,
695,SAN JOSE DE LA PEÑA,TEGUCIGALPA,21,R3,,,,,,,
696,SAN JOSE DE LA VEGA,TEGUCIGALPA,21,R4,,,,,,,
780,SAN JOSE DE LOARQUE,TEGUCIGALPA,23,R3,,,,,,,
627,SAN JOSE DE LOS LLANOS,TEGUCIGALPA,20,R4,,,,,,,
697,SAN JOSE DE LOS LLANOS,TEGUCIGALPA,21,R3,,,,,,,
923,SAN JOSE DEL LOARQUE,TEGUCIGALPA,28,R3,,,,,,,
726,SAN JOSE DEL PEDREGAL,COMAYAGÜELA,22,R3,,,,,,,
875,SAN JUAN BOSCO,COMAYAGÜELA,25,R3,,,,,,,
403,SAN JUAN DE DIOS,COMAYAGÜELA,13,R3,510,BARRIO SAN JUAN DE DIOS,1339,DU05,SECTOR 13,,
166,SAN JUAN DE PUNTARENAS,COMAYAGÜELA,7,R3,,,,,,,
167,SAN JUAN DEL NORTE,COMAYAGÜELA,7,R4,780,COLONIA SAN JUAN DEL NORTE,0,DU06,SECTOR 07,,
876,SAN LORENZO,COMAYAGÜELA,25,R3,,,,,,,
819,SAN LUIS,COMAYAGÜELA,24,R3,,,,,,,
168,SAN MARTIN,COMAYAGÜELA,7,R3,803,BARRIO SAN MARTIN,740,DU06,SECTOR 07,,
479,SAN MIGUEL,TEGUCIGALPA,16,R3,718,COLONIA SAN MIGUEL,1614,DU02,SECTOR 16,,
480,SAN MIGUEL 1,TEGUCIGALPA,16,R3,718,COLONIA SAN MIGUEL,1614,DU02,SECTOR 16,,
1002,SAN MIGUEL ARCANGEL,TEGUCIGALPA,54,R3,,,,,,,
80,SAN RAFAEL,TEGUCIGALPA,4,R1,489,BARRIO SAN RAFAEL,415,DU02,SECTOR 04,,
284,SAN RAFAEL,TEGUCIGALPA/ COMAYAGUELA,11,R2,603,COLONIA SAN RAFAEL,1105,DU02,SECTOR 11,,
81,SAN RAFAEL HM,TEGUCIGALPA,4,R2,489,BARRIO SAN RAFAEL,415,DU02,SECTOR 04,,
481,SANTA ANA,TEGUCIGALPA,16,R3,,,,,,,
482,SANTA ANITA O QUEBRACHAL,TEGUCIGALPA,16,R3,725,COLONIA SANTA ANITA O QUEBRACHAL,1620,DU02,SECTOR 16,,
820,SANTA BARBARA,COMAYAGÜELA,24,R3,,,,,,,
404,SANTA CECILIA # 1,COMAYAGÜELA,13,R3,614,COLONIA SANTA CECILIA No.1,1326,DU05,SECTOR 13,,
405,SANTA CECILIA # 2,COMAYAGÜELA,13,R3,614,COLONIA SANTA CECILIA No.1,1326,DU05,SECTOR 13,,
906,SANTA CLARA,TEGUCIGALPA,27,R4,,,,,,,
424,SANTA CRUZ ABAJO (CASERIO EL PORTILLO DEL DURAZNO),TEGUCIGALPA,14,R3,,,,,,,
425,SANTA CRUZ ARRIBA (CASERIO SANTA CRUZ ARRIBA),TEGUCIGALPA,14,R3,,,,,,,
781,SANTA CRUZ II ETAPA,TEGUCIGALPA,23,R3,,,,,,,
782,SANTA CRUZ III ETAPA,TEGUCIGALPA,23,R3,,,,,,,
406,SANTA EDUVIGES,COMAYAGÜELA,13,R3,62,COLONIA SANTA EDUVIGES,1308,DU11,SECTOR 13,,
169,SANTA FE,COMAYAGÜELA,7,R3,765,COLONIA SANTA FE,711,DU05,SECTOR 07,,
170,SANTA ISABEL,COMAYAGÜELA,7,R3,776,COLONIA SANTA ISABEL,717,DU06,SECTOR 07,,
483,SANTA ISABEL,TEGUCIGALPA,16,R1,736,COLONIA SANTA ISABEL,1610,DU02,SECTOR 16,,
628,SANTA ISABEL,TEGUCIGALPA,20,R3,,,,,,,
240,SANTA MARGARITA,TEGUCIGALPA,9,R3,563,COLONIA VILLA SANTA MARGARITA,942,DU07,SECTOR 09,,
960,SANTA MARIA,TEGUCIGALPA,29,R3,,,,,,,
907,SANTA ROSA (CASERIO SANTA ROSA),TEGUCIGALPA,27,R3,,,,,,,
727,SANTO DOMINGO,COMAYAGÜELA,22,R3,,,,,,,
204,SAUCIQUE,TEGUCIGALPA,8,R3,525,BARRIO SAUCIQUE,802,DU07,SECTOR 08,,
93,SELECTA,TEGUCIGALPA,5,D3,,,,,,,
484,SEMPE,TEGUCIGALPA,16,R3,714,COLONIA SEMPE,1606,DU08,SECTOR 16,,
109,SIPILE,COMAYAGÜELA,6,CH/R4,500,BARRIO SIPILE,610,DU06,SECTOR 06,,
57,SIRIA,TEGUCIGALPA,3,R3,,,,,,,
241,SITIO ARRIBA,TEGUCIGALPA,9,R3,537,COLONIA SITIO ARRIBA,927,DU07,SECTOR 09,,
877,SMITH NO 1,COMAYAGÜELA,25,R3,,,,,,,
878,SMITH NO 2,COMAYAGÜELA,25,R3,,,,,,,
242,SUAZO CORDOBA,TEGUCIGALPA,9,R4,551,COLONIA ROBERTO SUAZO CORDOVA,919,DU07,SECTOR 09,,
407,SUB DIVISION DE LOTE CIUDAD LEMPIRA,COMAYAGÜELA,13,R4,82,RESIDENCIAL CIUDAD LEMPIRA III ETAPA,1362,DU11,SECTOR 13,,
783,SUB DIVISION LAS HADAS,TEGUCIGALPA,23,R3,,,,,,,
408,SUPERACION,COMAYAGÜELA,13,R4,618,COLONIA SUPERACION,1352,DU11,SECTOR 13,,
171,TIBURCIO CARIAS ANDINO,COMAYAGÜELA,7,R3,,,,,,,
629,TIERRA BLANCA,TEGUCIGALPA,20,R3,,,,,,,
316,TILOARQUE NO. 1,COMAYAGÜELA,12,R3,610,COLONIA TILOARQUE,1205,DU04,SECTOR 12,,
317,TILOARQUE NO. 2,COMAYAGÜELA,12,R3,610,COLONIA TILOARQUE,1205,DU04,SECTOR 12,,
318,TILOARQUE NORTE,COMAYAGÜELA,12,R3,27,COLONIA TILOARQUE NORTE,1218,DU04,SECTOR 12,,
784,TONCONTIN,TEGUCIGALPA,23,R3,,,,,,,
559,TONW HOUSE EL PUEBLO SAN IGNACIO,TEGUCIGALPA,18,R1,,,,,,,
172,TOROCAGUA,COMAYAGÜELA,7,R3,768,COLONIA TOROCAGUA,710,DU05,SECTOR 07,,
485,TRAVESIA,TEGUCIGALPA,16,R3,0,COLONIA LA TRAVESIA,2913,DU08,SECTOR 16,,
1017,TRAVESIA SECTOR 5,TEGUCIGALPA,16/29,R3,,,,,,,
522,TRES CAMINOS NORTE,TEGUCIGALPA,17,R1,,,,,,,
523,TRES CAMINOS SUR,TEGUCIGALPA,17,R1,,,,,,,
728,TRINIDAD,COMAYAGÜELA,22,R3,,,,,,,
821,TRINIDAD,COMAYAGÜELA,24,R3,,,,,,,
524,UNAH,TEGUCIGALPA,17,G,,,,,,,
879,UNIDAD Y FUERZA,COMAYAGÜELA,25,R3,,,,,,,
880,UNION Y ESFUERZO,COMAYAGÜELA,25,R3,,,,,,,
525,UNIVERSIDAD NORTE,TEGUCIGALPA,17,R3,,,,,,,
526,UNIVERSIDAD NORTE ETAPA 1,TEGUCIGALPA,17,R3,,,,,,,
527,UNIVERSIDAD NORTE ETAPA 2,TEGUCIGALPA,17,R3,,,,,,,
961,UNIVERSIDAD SUYAPA,TEGUCIGALPA,29,R3,,,,,,,
908,URBANIZACION ENMANUEL,TEGUCIGALPA,27,R3,,,,,,,
822,URBANIZACION LAS TORRES,COMAYAGÜELA,24,R2,,,,,,,
983,URBANIZACION LOMAS DEL SUR,TEGUCIGALPA,35,R4,,,,,,,
909,URBANIZACION LOMAS DEL TIZATILLO,TEGUCIGALPA,27,R3,,,,,,,
560,VALENCIA,TEGUCIGALPA,18,R3,,,,,,,
630,VEGAS DE LA JOYA,TEGUCIGALPA,20,R3,,,,,,,
881,VEGAS DEL CARRIZAL,COMAYAGÜELA,25,R3,,,,,,,
409,VEGAS DEL CONTRY,COMAYAGÜELA,13,R3,635,COLONIA VEGAS DEL COUNTRY,1330,DU05,SECTOR 13,,
698,VEGAS DEL RIO,TEGUCIGALPA,21,R4,,,,,,,
528,VENECIA DEL TRAPICHE,TEGUCIGALPA,17,R4,,,,,,,
699,VENECIA ETAPA 1 Y ETAPA 2,TEGUCIGALPA,21,R3,,,,,,,
785,VIA LIA,TEGUCIGALPA,23,UR,,,,,,,
631,VICTOR F ARDON,TEGUCIGALPA,20,R4,,,,,,,
58,VIEJA SANTA ROSA,TEGUCIGALPA,3,R3,553,COLONIA VIEJA SANTA ROSA,913,DU07,SECTOR 09,,
632,VIENA,TEGUCIGALPA,20,R4,,,,,,,
59,VIERA,TEGUCIGALPA,3,R1,468,COLONIA VIERA,301,DU07,SECTOR 03,,
110,VILLA ADELA,COMAYAGÜELA,6,R3,515,BARRIO VILLA ADELA,603,DU05,SECTOR 06,,
786,VILLA ALONDRA,TEGUCIGALPA,23,R1,,,,,,,
272,VILLA AURORA,TEGUCIGALPA,10,R3,,,,,,,
597,VILLA BENETO,TEGUCIGALPA,19,R3,,,,,,,
1016,VILLA CAMPESINA,TEGUCIGALPA,58,R3,,,,,,,
486,VILLA COLONIAL,TEGUCIGALPA,16,R3,740,RESIDENCIAL VILLA COLONIAL,1647,DU08,SECTOR 16,,
175,VILLA CRISTINA,COMAYAGÜELA,7,R4,777,COLONIA VILLA CRISTINA,745,DU06,SECTOR 07,,
598,VILLA CRISTINA,TEGUCIGALPA,19,R3,,,,,,,
487,VILLA DE LOS CIRUELOS,TEGUCIGALPA,16,R3,733,COLONIA VILLA LOS CIRUELOS,1626,DU02,SECTOR 16,,
996,VILLA DE ZAMBRANO,TEGUCIGALPA,42,R3,,,,,,,
243,VILLA DELMY,TEGUCIGALPA,9,R4,550,RESIDENCIAL VILLA DELMY,914,DU07,SECTOR 09,,
1008,VILLA ELENA,TEGUCIGALPA,55,UR,,,,,,,
599,VILLA ESMERALDA,COMAYAGÜELA,19,R3,,,,,,,
600,VILLA ESMERALDA SEGUNDA ETAPA,COMAYAGÜELA,19,R3,,,,,,,
319,VILLA ESPAÑOLA,COMAYAGÜELA,12,R4,47,COLONIA VILLA ESPA√ëOLA,1206,DU04,SECTOR 12,,
529,VILLA FLORENCIA,TEGUCIGALPA,17,R1,,,,,,,
173,VILLA FRANCA,COMAYAGÜELA,7,R3,781,COLONIA VILLA FRANCA,770,DU06,SECTOR 07,,
244,VILLA LA ESTANZUELA,TEGUCIGALPA,9,HATILLO,545,COLONIA VILLA ESTANZUELA,0,DU07,SECTOR 09,,
927,VILLA LAS HORTENCIAS EL SAUCE II ETAPA (CONDOMINIO HORIZONTAL),TEGUCIGALPA,28,R3,,,,,,,
924,VILLA LAS ORQUIDEAS EL SAUCE I ETAPA,TEGUCIGALPA,28,R3,,,,,,,
910,VILLA LAS PERLAS,TEGUCIGALPA,27,R3,,,,,,,
1003,VILLA LIA,TEGUCIGALPA,54,UR,,,,,,,
925,VILLA LOS ALMENDROS EL SAUCE I ETAPA,TEGUCIGALPA,28,R3,,,,,,,
929,VILLA LOS JAZMINES EL SAUCE II ETAPA (CONDOMINIO HORIZONTAL),TEGUCIGALPA,28,R3,,,,,,,
410,VILLA LOS LAURELES,COMAYAGÜELA,13,R3,65,COLONIA VILLA LOS LAURELES,1378,DU11,SECTOR 13,,
931,VILLA LOS NARANJOS EL SAUCE III ETAPA (CONDOMINIO HORIZONTAL),TEGUCIGALPA,28,R3,,,,,,,
930,VILLA LOS TULIPANES SAUCE II ETAPA (CONDOMINIO HORIZONTAL),TEGUCIGALPA,28,R3,,,,,,,
1012,VILLA MADRID,TEGUCIGALPA,56,R3,,,,,,,
1013,VILLA MILLER,TEGUCIGALPA,56,R3,,,,,,,
823,VILLA NELITA,COMAYAGÜELA,24,R4,,,,,,,
1018,VILLA NUEVA 7 A-B,TEGUCIGALPA,18/2 0,R4,,,,,,,
633,VILLA NUEVA NORTE,TEGUCIGALPA,20,R3,,,,,,,
1019,VILLA NUEVA SECTOR 1,TEGUCIGALPA,18/2 1,R4,,,,,,,
1020,VILLA NUEVA SECTOR 5,TEGUCIGALPA,18/2 2,R4,,,,,,,
1021,VILLA NUEVA SECTOR 6,TEGUCIGALPA,18/2 3,R4,,,,,,,
634,VILLA NUEVA SUR,TEGUCIGALPA,20,R3,,,,,,,
962,VILLA NUEVA SUYAPA 1,TEGUCIGALPA,29,R3,,,,,,,
964,VILLA NUEVA SUYAPA 3,TEGUCIGALPA,29,R3,,,,,,,
965,VILLA NUEVA SUYAPA 4,TEGUCIGALPA,29,R3,,,,,,,
963,VILLA NUEVA SUYAPA2,TEGUCIGALPA,29,R3,,,,,,,
530,VILLA OLIMPICA,TEGUCIGALPA,17,R3,,,,,,,
411,VILLA QUEZADA,COMAYAGÜELA,13,R4,321,VILLA QUEZADA,0,DU11,SECTOR 13,,
412,VILLA REYES,COMAYAGÜELA,13,R4,625,VILLA REYES I  ETAPA,1328,DU05,SECTOR 13,,
413,VILLA SAN ANTONIO O BOQUERON,COMAYAGÜELA,13,R3,615,COLONIA VILLA SAN ANTONIO O BOQUERON,1325,DU05,SECTOR 13,,
561,VILLA SAN CARALAMPIO,TEGUCIGALPA,18,R3,,,,,,,
562,VILLA SAN IGNACIO CONDOMINIO HORIZONTAL,TEGUCIGALPA,18,R2,,,,,,,
787,VILLA SAN JORGE,TEGUCIGALPA,23,R3,,,,,,,
1009,VILLA SAN JOSE DE CARRIZAL,TEGUCIGALPA,55,R3,,,,,,,
788,VILLA SAN RAFAEL 2003,TEGUCIGALPA,23,R3,,,,,,,
245,VILLA SANTA MARGARITA,TEGUCIGALPA,9,R3,563,COLONIA VILLA SANTA MARGARITA,942,DU07,SECTOR 09,,
1022,VILLA SANTA MARIA,TEGUCIGALPA,18/2 9,R2-R3,,,,,,,
531,VILLA SUYAPA (VILLA OLIMPICA),TEGUCIGALPA,17,R4,,,,,,,
789,VILLA TERRANOVA(COL AMERICA),TEGUCIGALPA,23,R3,,,,,,,
790,VILLA TOSCANA,TEGUCIGALPA,23,R3,,,,,,,
174,VILLA UNION,COMAYAGÜELA,7,R4,787,COLONIA VILLA UNION,769,DU06,SECTOR 07,,
488,VILLA UNIVERSITARIA,TEGUCIGALPA,16,R3,732,RESIDENCIAL VILLA UNIVERSITARIA I ETAPA,1625,DU02,SECTOR 16,,
635,VILLA VIEJA,TEGUCIGALPA,20,R4,,,,,,,
824,VILLAS ALCALA,COMAYAGÜELA,24,R2,,,,,,,
489,VILLAS COLONIAL,TEGUCIGALPA,16,R3,740,RESIDENCIAL VILLA COLONIAL,1647,DU08,SECTOR 16,,
636,VILLAS COLONIAL,TEGUCIGALPA,20,R3,,,,,,,
932,VILLAS CONCEPCION,TEGUCIGALPA,28,R3,,,,,,,
490,VILLAS DE CENTROAMERICA,TEGUCIGALPA,16,R3,722,RESIDENCIAL VILLA CENTROAMERICANA,1622,DU02,SECTOR 16,,
791,VILLAS DE LAS HADAS (CONDOMINIO HORIZONTAL),TEGUCIGALPA,23,R2,,,,,,,
905,VILLAS DE SAN SEBASTIAN,TEGUCIGALPA,27,R3,,,,,,,
320,VILLAS DE TILOARQUE,COMAYAGÜELA,12,R4,36,RESIDENCIAL VILLA DE TILOARQUE I ETAPA,1234,DU04,SECTOR 12,,
972,VILLAS DEL CAMPO,TEGUCIGALPA,32,R3,,,,,,,
973,VILLAS DEL CAMPO I,TEGUCIGALPA,32,R3,,,,,,,
974,VILLAS DEL CAMPO II,TEGUCIGALPA,32,R3,,,,,,,
491,VILLAS DEL ESTE,TEGUCIGALPA,16,R4,741,RESIDENCIAL VILLA D'ESTE,1650,DU08,SECTOR 16,,
492,VILLAS DEL MOLINO (CONDOMINIO HORIZONTAL),TEGUCIGALPA,16,R3,709,CONDOMINIOS RESIDENCIALES VILLAS DEL MOLINO,1651,DU08,SECTOR 16,,
792,VILLAS DEL REAL / VILLA DE PALMERAS,TEGUCIGALPA,23,R3,,,,,,,
246,VILLAS DEL RIO,TEGUCIGALPA,9,R4,COLONIA VILLAS DEL RIO,915,DU07,SECTOR 09,,,
532,VILLAS ESQUIVEL PEREZ,TEGUCIGALPA,17,R1,,,,,,,
414,VILLAS INTERAMERICANAS 2004,COMAYAGÜELA,13,R2,837,RESIDENCIAL VILLA INTERAMERICANA,0,DU05,SECTOR 13,,
796,VILLAS LAS ACACIAS EL SAUCE I ETAPA,TEGUCIGALPA,23,R3,,,,,,,
601,VILLAS LOMAS DE MIRAFLORES,TEGUCIGALPA,19,R3,,,,,,,
926,VILLAS LOS GERANIOS EL SAUCE I ETAPA,TEGUCIGALPA,28,R3,,,,,,,
795,VILLAS LOS PINOS EL SAUCE I ETAPA,TEGUCIGALPA,23,R3,,,,,,,
793,VILLAS MARIA,TEGUCIGALPA,23,R3,,,,,,,
794,VILLAS MARIA COL LA MODELO,TEGUCIGALPA,23,R3,,,,,,,
493,VILLAS MILANO,TEGUCIGALPA,16,R4,845,RESIDENCIAL VILLAS MILANO,1653,DU02,SECTOR 16,,
966,VILLAS NUEVA SUYAPA,TEGUCIGALPA,29,R4,,,,,,,
563,VILLAS PALMERA ( SAN IGNACIO),TEGUCIGALPA,18,R1,,,,,,,
928,VILLAS PALMERAS EL SAUCE II ETAPA (CONDOMINIO HORIZONTAL),TEGUCIGALPA,28,R3,,,,,,,
564,VILLAS SAN IGNACION - GAUBANA,TEGUCIGALPA,18,R2,,,,,,,
797,VILLAS TELLI,TEGUCIGALPA,23,R3,,,,,,,
321,VILLAS TILOARQUE SEGUNDA ETAPA,COMAYAGÜELA,12,R4,36,RESIDENCIAL VILLA DE TILOARQUE I ETAPA,1234,DU04,SECTOR 12,,
205,VISBELLA (CERRO GRANDE ZONA 8),TEGUCIGALPA,8,R3,521,RESIDENCIAL VISBELLA,844,DU06,SECTOR 08,,
415,VISTA HERMOSA,COMAYAGÜELA,13,R4,54,COLONIA  VISTA HERMOSA,1312,DU11,SECTOR 13,,
637,VISTA HERMOSA,TEGUCIGALPA,20,R3,,,,,,,
700,VISTA HERMOSA,TEGUCIGALPA,21,R3,,,,,,,
967,VISTA HERMOSA,TEGUCIGALPA,29,R3,,,,,,,
882,VISTA HERMOSA DEL NORTE,COMAYAGÜELA,25,R3,,,,,,,
206,VISTALI (CERRO GRANDE ZONA 8),TEGUCIGALPA,8,R3,521,RESIDENCIAL VISBELLA,844,DU06,SECTOR 08,,
933,YAGUACIRE (CASERIO EL OJO DE AGUA),TEGUCIGALPA,28,R3,,,,,,,
934,YAGUACIRE (CASERIO EL PORTILLO),TEGUCIGALPA,28,R3,,,,,,,
935,YAGUACIRE (CASERIO LAS JOYAS),TEGUCIGALPA,28,R3,,,,,,,
968,ZAPOTE 29,TEGUCIGALPA,29,R3,,,,,,,
176,ZAPOTE 7,COMAYAGÜELA,7,R3,,,,,,,
177,ZAPOTE CENTRO,COMAYAGÜELA,7,R4,794,COLONIA ZAPOTE CENTRO,724,DU05,SECTOR 07,,
178,ZAPOTE NORTE,COMAYAGÜELA,7,R4,793,COLONIA ZAPOTE NORTE,765,DU05,SECTOR 07,,
39,ZARAGOZA,TEGUCIGALPA,2,R4,10,COLONIA ZARAGOZA,211,DU07,,,
40,ZARAGOZA NORTE,TEGUCIGALPA,2,R2,10,COLONIA ZARAGOZA,211,DU07,,,
41,ZARAGOZA SUR,TEGUCIGALPA,2,R2,10,COLONIA ZARAGOZA,211,DU07,,,
494,ZARAHEMLA I ETAPA,TEGUCIGALPA,16,R3,716,RESIDENCIAL ZARAHEMLA I ETAPA,1654,DU02,SECTOR 16,,
495,ZARAHEMLA II ETAPA,TEGUCIGALPA,16,R3,717,RESIDENCIAL ZARAHEMLA II ETAPA,1656,DU02,SECTOR 16,,
701,ZONA PUENTE LOARQUE,TEGUCIGALPA,21,R3,,,,,,,
798,ZUNLACAL,TEGUCIGALPA/ COMAYAGÜELA,23,R2,,,,,,,