neighborhood_uid,Seq,neighborhood,CIUDAD,TIPO O COLONIA,SE CT O R,ZONIFICA CIâˆšÃ¬N,APPROVAL_DATE
01-BRRBJ-001,1,BARRIO ABAJO,TEGUCIGALPA,Barrio/Colonia,1,CH,
01-CNTR-001,2,CENTRO,TEGUCIGALPA,Barrio/Colonia,1,CH,
01-LJSMN-001,3,EL JASMIN,TEGUCIGALPA,Barrio/Colonia,1,CH,
01-LLVD-001,4,EL OLVIDO,TEGUCIGALPA,Barrio/Colonia,1,CH,
01-FNLY-001,5,FINLAY,TEGUCIGALPA,Barrio/Colonia,1,CH,
01-GJC-001,6,GUAJOCO,TEGUCIGALPA,Barrio/Colonia,1,CH,
01-GNCST-001,7,GUANACASTE,TEGUCIGALPA,Barrio/Colonia,1,CH,
01-LCNCR-001,8,LA CONCORDIA,TEGUCIGALPA,Barrio/Colonia,1,CH,
01-LHY-001,9,LA HOYA,TEGUCIGALPA,Barrio/Colonia,1,CH,
01-LMRCD-001,10,LA MERCED,TEGUCIGALPA,Barrio/Colonia,1,CH,
01-LMNCD-001,11,LA MONCADA,TEGUCIGALPA,Barrio/Colonia,1,CH,
01-LPDRR-001,12,LA PEDRERA,TEGUCIGALPA,Barrio/Colonia,1,CH,
01-LPLZL-001,13,LA PLAZUELA,TEGUCIGALPA,Barrio/Colonia,1,CH,
01-LRND-001,14,LA RONDA,TEGUCIGALPA,Barrio/Colonia,1,CH,
01-LSDLR-001,15,LOS DOLORES,TEGUCIGALPA,Barrio/Colonia,1,CH,
02-13DFB-001,16,13 DE FEBRERO,TEGUCIGALPA,Barrio/Colonia,2,R3,
02-LTSDM-001,17,ALTOS DE MIRAMESI,TEGUCIGALPA,Barrio/Colonia,2,R3,
02-BNVST-001,18,BUENA VISTA NORTE,TEGUCIGALPA,Barrio/Colonia,2,R3,
02-BNVST-002,19,BUENA VISTA SUR,TEGUCIGALPA,Barrio/Colonia,2,R3,
02-BNSRS-001,20,BUENOS AIRES,TEGUCIGALPA,Barrio/Colonia,2,CH/R4,1999
02-CLLMS-001,21,COL LOMAS DEL BOSQUE,TEGUCIGALPA,Barrio/Colonia,2,R3,
02-LBSQ-001,22,EL BOSQUE,TEGUCIGALPA,Barrio/Colonia,2,R3,
02-LDN-001,23,EL EDEN,TEGUCIGALPA,Barrio/Colonia,2,R3,
02-LLMBR-001,24,LA ALAMBRA,TEGUCIGALPA,Barrio/Colonia,2,R2,
02-LCBNA-001,25,LA CABA„A,TEGUCIGALPA,Barrio/Colonia,2,CH/R2,1950
02-LFNT-001,26,LA FUENTE,TEGUCIGALPA,Barrio/Colonia,2,CH,
02-LLN-001,27,LA LEONA,TEGUCIGALPA,Barrio/Colonia,2,CH,
02-LLNDL-001,28,LA LEONA DEL RINCON,TEGUCIGALPA,Barrio/Colonia,2,R4,2002
02-LSCNT-001,29,LAS CANTERAS,TEGUCIGALPA,Barrio/Colonia,2,R3,
02-LSDLC-001,30,LAS DELICIAS,TEGUCIGALPA,Barrio/Colonia,2,CH,
02-LNTN-001,31,LINTON,TEGUCIGALPA,Barrio/Colonia,2,R3,
02-LMSDL-001,32,LOMAS DEL BOSQUE,TEGUCIGALPA,Barrio/Colonia,2,R3,
02-LSMNG-001,33,LOS MANGOS,TEGUCIGALPA,Barrio/Colonia,2,R3,
02-MRDRD-001,34,MIRADOR DEL BOSQUE,TEGUCIGALPA,Barrio/Colonia,2,R3,
02-MRMS-001,35,MIRAMESI,TEGUCIGALPA,Barrio/Colonia,2,CH/R4,
02-PNTCL-001,36,PUNTA CALIENTE,TEGUCIGALPA,Barrio/Colonia,2,R3,
02-RSBNV-001,37,RES BUENA VISTA,TEGUCIGALPA,Barrio/Colonia,2,R3,2005
02-SNJSD-001,38,SAN JOSE DE LA MONTA„A,TEGUCIGALPA,Barrio/Colonia,2,R3,
02-ZRGZ-001,39,ZARAGOZA,TEGUCIGALPA,Barrio/Colonia,2,R4,2004
02-ZRGZN-001,40,ZARAGOZA NORTE,TEGUCIGALPA,Barrio/Colonia,2,R2,
02-ZRGZS-001,41,ZARAGOZA SUR,TEGUCIGALPA,Barrio/Colonia,2,R2,
03-BRRNV-001,42,BARRIO NUEVA VIERA,TEGUCIGALPA,Barrio/Colonia,3,R3,
03-CSMT-001,43,CASAMATA,TEGUCIGALPA,Barrio/Colonia,3,R3,
03-CNDMN-001,44,CONDOMINIOS VIERA,TEGUCIGALPA,Barrio/Colonia,3,R1,1961
03-LMNCH-001,45,EL MANCHEN,TEGUCIGALPA,Barrio/Colonia,3,R3,
03-JCRND-001,46,JACARANDA,TEGUCIGALPA,Barrio/Colonia,3,R3,2005
03-JRDND-001,47,JARDIN DE CASAMATA,TEGUCIGALPA,Barrio/Colonia,3,R3,
03-JRDNL-001,48,JARDIN LAS COLINAS,TEGUCIGALPA,Barrio/Colonia,3,R3,
03-JRDNL-002,49,JARDIN LAS MERCEDES,TEGUCIGALPA,Barrio/Colonia,3,R3,
03-JRDNS-001,50,JARDIN SANTA ROSA,TEGUCIGALPA,Barrio/Colonia,3,R3,
03-LCRZ-001,51,LA CRUZ,TEGUCIGALPA,Barrio/Colonia,3,R3,
03-MJ-001,52,MEJIA,TEGUCIGALPA,Barrio/Colonia,3,R3,
03-NVSNT-001,53,NUEVA SANTA ROSA,TEGUCIGALPA,Barrio/Colonia,3,R3,
03-RFRM-001,54,REFORMA,TEGUCIGALPA,Barrio/Colonia,3,R2,
03-RS.VR-001,55,RES. VIERA,TEGUCIGALPA,Barrio/Colonia,3,R3,
03-BRRSN-001,56,BARRIO SAN PABLO,TEGUCIGALPA,Barrio/Colonia,3,R3,
03-SR-001,57,SIRIA,TEGUCIGALPA,Barrio/Colonia,3,R3,
03-VJSNT-001,58,VIEJA SANTA ROSA,TEGUCIGALPA,Barrio/Colonia,3,R3,
03-VR-001,59,VIERA,TEGUCIGALPA,Barrio/Colonia,3,R1,1990
04-RGNTN-001,60,ARGENTINA,TEGUCIGALPA,Barrio/Colonia,4,R2,1976
04-VNDLP-001,61,AVENIDA LA PAZ,TEGUCIGALPA,Barrio/Colonia,4,D1,
04-CMPNR-001,62,CAMPANA ARRIBA,TEGUCIGALPA,Barrio/Colonia,4,R1,
04-CMPNM-001,63,CAMPANA O MAYA CENTRO,TEGUCIGALPA,Barrio/Colonia,4,R1,
04-CLPRC-001,64,COL PARCALTAGUA,TEGUCIGALPA,Barrio/Colonia,4,D1,1985
04-LCSTNO-001,65,EL CASTA„O (LOS CASTANOS),TEGUCIGALPA,Barrio/Colonia,4,R1,
04-FNCVL-001,66,FINCA VALLADARES,TEGUCIGALPA,Barrio/Colonia,4,R1,
04-FRTRN-001,67,FRATERNIDAD,TEGUCIGALPA,Barrio/Colonia,4,R3,
04-JRDNN-001,68,JARDIN NORMA,TEGUCIGALPA,Barrio/Colonia,4,R1,
04-JRDNS-001,69,JARDIN SONIA,TEGUCIGALPA,Barrio/Colonia,4,R1,
04-LCMPâˆš-001,70,LA CAMPA„A,TEGUCIGALPA,Barrio/Colonia,4,R1,2003
04-LR-001,71,LARA,TEGUCIGALPA,Barrio/Colonia,4,R1,
04-LRNRT-001,72,LARA NORTE,TEGUCIGALPA,Barrio/Colonia,4,R1,1953
04-LSPLM-001,73,LAS PALOMAS,TEGUCIGALPA,Barrio/Colonia,4,R1,
04-MTMRS-001,74,MATAMOROS,TEGUCIGALPA,Barrio/Colonia,4,R1,
04-PLMR-001,75,PALMIRA,TEGUCIGALPA,Barrio/Colonia,4,D3,1990
04-PBLNV-001,76,PUEBLO NUEVO,TEGUCIGALPA,Barrio/Colonia,4,D3,
04-SBNGR-001,77,SABANAGRANDE,TEGUCIGALPA,Barrio/Colonia,4,D1,
04-SNCRL-001,78,SAN CARLOS,TEGUCIGALPA,Barrio/Colonia,4,D3,
04-SNFLP-001,79,SAN FELIPE,TEGUCIGALPA,Barrio/Colonia,4,D1,
04-SNRFL-001,80,SAN RAFAEL,TEGUCIGALPA,Barrio/Colonia,4,R1,
04-SNRFL-002,81,SAN RAFAEL HM,TEGUCIGALPA,Barrio/Colonia,4,R2,1991
05-CLXT-001,82,CALIXTO,TEGUCIGALPA,Barrio/Colonia,5,D3,
05-CNTRD-001,83,CENTRO DE RECREACION LA ISLA,COMAYAGâˆšÃºELA,Barrio/Colonia,5,AR/D3,
05-CRRJN-001,84,CERRO JUANA LAINEZ,COMAYAGâˆšÃºELA,Barrio/Colonia,5,AR,
05-LTMR-001,85,ALTAMIRA,COMAYAGâˆšÃºELA,Barrio/Colonia,5,R1,1971
05-LCRML-001,86,EL CARMELO,TEGUCIGALPA,Barrio/Colonia,5,D3,
05-STDNC-001,87,ESTADIO NACIONAL,COMAYAGâˆšÃºELA,Barrio/Colonia,5,AR,
05-GDLP-001,88,GUADALUPE,COMAYAGâˆšÃºELA,Barrio/Colonia,5,D3,
05-LHY-001,89,LA HOYA,TEGUCIGALPA,Barrio/Colonia,5,D3,
05-MRZN-001,90,MORAZAN,COMAYAGâˆšÃºELA,Barrio/Colonia,5,D3,
05-PGD-001,91,PAGODA,COMAYAGâˆšÃºELA,Barrio/Colonia,5,D3,
05-PLRM-001,92,PALERMO,TEGUCIGALPA,Barrio/Colonia,5,D3,
05-SLCT-001,93,SELECTA,TEGUCIGALPA,Barrio/Colonia,5,D3,
06-LTSDL-001,94,ALTOS DE LA PRIMAVERA,COMAYAGâˆšÃºELA,Barrio/Colonia,6,R3,
06-LTSDV-001,95,ALTOS DE VILLA ADELA,COMAYAGâˆšÃºELA,Barrio/Colonia,6,R3,
06-CMGR-001,96,CAMAGUARA,COMAYAGâˆšÃºELA,Barrio/Colonia,6,R3,
06-CMPSN-001,97,CAMPO SONIA,COMAYAGâˆšÃºELA,Barrio/Colonia,6,R3,
06-CNCPC-001,98,CONCEPCION,COMAYAGâˆšÃºELA,Barrio/Colonia,6,CH,
06-LCLVR-001,99,EL CALVARIO,COMAYAGâˆšÃºELA,Barrio/Colonia,6,CH/R4,
06-LCNTR-001,100,EL CENTRO (COMAYAGUELA),COMAYAGâˆšÃºELA,Barrio/Colonia,6,CH,
06-LSCRR-001,101,EL SOCORRO,COMAYAGâˆšÃºELA,Barrio/Colonia,6,R3,
06-JNLND-001,102,JUAN LINDO,COMAYAGâˆšÃºELA,Barrio/Colonia,6,R3,
06-LCHVR-001,103,LA CHIVERA,COMAYAGâˆšÃºELA,Barrio/Colonia,6,R3,
06-LZPLT-001,104,LA ZOPILOTERA,COMAYAGâˆšÃºELA,Barrio/Colonia,6,R3,
06-LMPR-001,105,LEMPIRA,COMAYAGâˆšÃºELA,Barrio/Colonia,6,CH/R4,
06-BLSC-001,106,OBELISCO,COMAYAGâˆšÃºELA,Barrio/Colonia,6,CH,
06-PRPTS-001,107,PERPETUO SOCORRO,COMAYAGâˆšÃºELA,Barrio/Colonia,6,R3,
06-RDRGZ-001,108,RODRIGUEZ,COMAYAGâˆšÃºELA,Barrio/Colonia,6,R3,
06-SPL-001,109,SIPILE,COMAYAGâˆšÃºELA,Barrio/Colonia,6,CH/R4,
06-VLLDL-001,110,VILLA ADELA,COMAYAGâˆšÃºELA,Barrio/Colonia,6,R3,
07-14DFB-001,111,14 DE FEBRERO,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R4,1994
07-LMN-001,112,ALEMANIA,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-LTSDL-001,113,ALTOS DEL PEDREGALITO,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R4,1986
07-YSTS-001,114,AYESTAS,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-BLN-001,115,BELEN,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-BLLVS-001,116,BELLA VISTA,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-BRSL-001,117,BRASILIA,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-BRSSD-001,118,BRISAS DE LA LAGUNA,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-BRSSD-002,119,BRISAS DE OLANCHO,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R4,1998
07-BNSNV-001,120,BUENAS NUEVAS,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-CMPCL-001,121,CAMPO CIELO 1,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-CMPCL-002,122,CAMPO CIELO 2,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-CMPCL-003,123,CAMPO CIELO 3,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-CNAD-001,124,CA„ADA,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-CSNDR-001,125,CASANDRA,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-CFRD-001,126,COFRADIA,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-CL3DM-001,127,COL 3 DE MAYO,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-CLMLG-001,128,COL MELGAR,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R4,1989
07-CLSNC-001,129,COL SAN CRISTOBAL,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R4,1992
07-DLCNM-001,130,DULCE NOMBRE DE JESUS,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-LBRRN-001,131,EL BERRINCHE (PLANES),TEGUCIGALPA,Barrio/Colonia,7,R3,
07-LCRRZ-001,132,EL CARRIZAL NO.2,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-LCHL-001,133,EL CHILE,TEGUCIGALPA,Barrio/Colonia,7,R3,
07-LPSTL-001,134,EL PASTEL,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-LPRVN-001,135,EL PORVENIR,TEGUCIGALPA,Barrio/Colonia,7,R3,
07-LRSR-001,136,EL ROSARIO,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-FLR#1-001,137,FLOR # 1,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-FLR#2-001,138,FLOR # 2,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-FRTRN-001,139,FRATERNIDAD PESPIRENSE,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R4,2016
07-FRZSR-001,140,FUERZAS ARMADAS,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-GRND-001,141,GRANADA,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-GMLT-001,142,GUAMILITO,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R4,2004
07-BR-001,143,IBERIA,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-NDPND-001,144,INDEPENDENCIA,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R4,2004
07-LCDR-001,145,LA CIDRA,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-LSPRN-001,146,LA ESPERANZA,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-LHY-001,147,LA HAYA,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-LLGN-001,148,LA LAGUNA,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-LST-001,149,LA SOTO,TEGUCIGALPA,Barrio/Colonia,7,R3,
07-LSCRC-001,150,LAS CRUCITAS,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-LSMRC-001,151,LAS MERCEDES,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R4,1974
07-LSPVS-001,152,LAS PAVAS,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-LSPRF-001,153,LOS PROFESORES,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-MNNTL-001,154,MANANTIAL,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-MCST-001,155,MI CASITA,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-MNSNR-001,156,MONSE„OR FIALLOS,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-NVMNC-001,157,NUEVO AMANECER,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-BRR-001,158,OBRERA,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-PDRGL-001,159,PEDREGALITO,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-PLNSD-001,160,PLANES DEL BERRINCHE O COLONIA SOTO,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-PLNSD-002,161,PLANES DEL CARRIZAL,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-PLCRP-001,162,POLICARPO PAZ GARCIA,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R4,1981
07-RFLLN-001,163,RAFAEL LEONARDO CALLEJAS,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R4,2003
07-RSLND-001,164,ROSALINDA,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-SNCRS-001,165,SAN CRISTOBAL,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-SNJND-001,166,SAN JUAN DE PUNTARENAS,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-SNJND-002,167,SAN JUAN DEL NORTE,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R4,2005
07-SNMRT-001,168,SAN MARTIN,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-SNTF-001,169,SANTA FE,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-SNTSB-001,170,SANTA ISABEL,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-TBRCC-001,171,TIBURCIO CARIAS ANDINO,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-TRCG-001,172,TOROCAGUA,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-VLLFR-001,173,VILLA FRANCA,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-VLLNN-001,174,VILLA UNION,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R4,1982
07-VLLCR-001,175,VILLA CRISTINA,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R4,2008
07-ZPT-001,176,ZAPOTE,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R3,
07-ZPTCN-001,177,ZAPOTE CENTRO,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R4,2003
07-ZPTNR-001,178,ZAPOTE NORTE,COMAYAGâˆšÃºELA,Barrio/Colonia,7,R4,
08-BRRVR-001,179,BARRIO VIERA,TEGUCIGALPA,Barrio/Colonia,8,R3,
08-BRSSD-001,180,BRISAS DEL PICACHO/MINA DE AGUA,TEGUCIGALPA,Barrio/Colonia,8,R3,
08-CNTR-001,181,CANTERA,TEGUCIGALPA,Barrio/Colonia,8,HATILLO,
08-CNTR1-001,182,CANTERA 1,TEGUCIGALPA,Barrio/Colonia,8,R3,
08-CNTR2-001,183,CANTERA 2,TEGUCIGALPA,Barrio/Colonia,8,R3,
08-CNTR3-001,184,CANTERA 3,TEGUCIGALPA,Barrio/Colonia,8,R3,
08-CRRLP-001,185,CERRO EL PICACHO,TEGUCIGALPA,Barrio/Colonia,8,AR,
08-CRRGR-001,186,CERRO GRANDE ZONA 4 Y ZONA 5,TEGUCIGALPA,Barrio/Colonia,8,R2,1980
08-CRRGR-002,187,CERRO GRANDE ZONA 2 Y ZONA 6,TEGUCIGALPA,Barrio/Colonia,8,R-4,1980
08-CRRGR-003,188,CERRO GRANDE ZONA 7,TEGUCIGALPA,Barrio/Colonia,8,R-3,1980
08-CRRGR-004,189,CERRO GRANDE ZONA 8,TEGUCIGALPA,Barrio/Colonia,8,R4,2009
08-CRRGR-005,190,"CERRO GRANDE, ZONA 1",TEGUCIGALPA,Barrio/Colonia,8,R1,1980
08-CRRGR-006,191,"CERRO GRANDE, ZONA 3",TEGUCIGALPA,Barrio/Colonia,8,R4,2005
08-LJPN-001,192,EL JAPON,TEGUCIGALPA,Barrio/Colonia,8,R3,
08-STRLL-001,193,ESTRELLA,TEGUCIGALPA,Barrio/Colonia,8,R3,
08-FLRST-001,194,FLORESTA DEL PICACHO,TEGUCIGALPA,Barrio/Colonia,8,HATILLO,2008
08-LFNC-001,195,LA FINCA,TEGUCIGALPA,Barrio/Colonia,8,R3,
08-LSCRC-001,196,LAS CRUCITAS,TEGUCIGALPA,Barrio/Colonia,8,HATILLO,
08-LSCRC-002,197,LAS CRUCITAS #2,TEGUCIGALPA,Barrio/Colonia,8,HATILLO,
08-LTFCC-001,198,LOTIFICACION CANTERO,TEGUCIGALPA,Barrio/Colonia,8,HATILLO,
08-PRQNC-001,199,PARQUE NACIONAL ONU,TEGUCIGALPA,Barrio/Colonia,8,AR,
08-PCCHT-001,200,PICACHITO,TEGUCIGALPA,Barrio/Colonia,8,R3,
08-PRYCT-001,201,PROYECTO KASANDRA,TEGUCIGALPA,Barrio/Colonia,8,R4,1996
08-RDMRZ-001,202,RODIMIRO ZELAYA,TEGUCIGALPA,Barrio/Colonia,8,R3,
08-SGSTM-001,203,SAGASTUME,TEGUCIGALPA,Barrio/Colonia,8,R3,
08-SCQ-001,204,SAUCIQUE,TEGUCIGALPA,Barrio/Colonia,8,R3,
08-VSBLL-001,205,VISBELLA (CERRO GRANDE ZONA 8),TEGUCIGALPA,Barrio/Colonia,8,R3,2012
08-VSTL(-001,206,VISTALI (CERRO GRANDE ZONA 8),TEGUCIGALPA,Barrio/Colonia,8,R3,2012
09-RS.RF-001,207,RES. RAFAEL BARDALES BUESO INPREMA /COL RIO ALTO,TEGUCIGALPA,Barrio/Colonia,9,R2-R3,1991
09-21DCT-001,208,21 DE OCTUBRE,TEGUCIGALPA,Barrio/Colonia,9,R3,
09-BLVR-001,209,BOLIVAR,TEGUCIGALPA,Barrio/Colonia,9,R3,
09-CMNLH-001,210,CAMINO AL HATILLO,TEGUCIGALPA,Barrio/Colonia,9,HATILLO,
09-CNN-001,211,CANAAN,TEGUCIGALPA,Barrio/Colonia,9,R3,
09-CRRTS-001,212,CERRITOS,TEGUCIGALPA,Barrio/Colonia,9,R3,
09-CLNVS-001,213,COL NUEVA SANTA ROSA,TEGUCIGALPA,Barrio/Colonia,9,R4,1982
09-LCHMB-001,214,EL CHIMBO,TEGUCIGALPA,Barrio/Colonia,9,R3,
09-LPLGâˆš-001,215,EL PILIGUâˆšÃ§N (COLONIA EL TRIGO),TEGUCIGALPA,Barrio/Colonia,9,HATILLO,
09-LRPRT-001,216,EL REPARTO,TEGUCIGALPA,Barrio/Colonia,9,R3,
09-LRNCN-001,217,EL RINCON,TEGUCIGALPA,Barrio/Colonia,9,"R3/HATIL
LO",
09-LTRG-001,218,EL TRIGO,TEGUCIGALPA,Barrio/Colonia,9,HATILLO,
09-FRNND-001,219,FERNANDO CALDERON,TEGUCIGALPA,Barrio/Colonia,9,R3,
09-GRSLS-001,220,GIRASOLES,TEGUCIGALPA,Barrio/Colonia,9,R3,2004
